noun,count
(ข้างทาง - NOUN),1
(ความ - NOUN),1
(หน้าจอ - NOUN),1
(ฝูง - NOUN),1
(วัว - NOUN),1
(รูเล็ต - NOUN),1
(วันเวลา - NOUN),1
(ชีวิต - NOUN),1
(น้ำเงิน - NOUN),1
(น่าสนใจ - NOUN),1
(วิว - NOUN),1
(เมือง - NOUN),1
(กองขยะ - NOUN),1
(ร่างกาย - NOUN),1
(เกลียด - NOUN),1
(คนขาย - NOUN),1
(สิ่งของ - NOUN),1
(ช่วงเวลา - NOUN),1
(จ้องมอง - NOUN),1
(เบียร์ - NOUN),1
(ข้างถนน - NOUN),1
(ขอบฟ้า - NOUN),1
(ยอดนิยม - NOUN),1
(ศูนย์การค้า - NOUN),1
(กันเอง - NOUN),1
(เล่นกีฬา - NOUN),1
(ผจญภัย - NOUN),1
(ผลิตภัณฑ์ - NOUN),1
(ด้านหลัง - NOUN),1
