noun,count
(ขอบคุณ - NOUN),1
(เจ้าหน้าที่ - NOUN),1
(ความปลอดภัย - NOUN),1
(หน้าที่ - NOUN),1
(มหาด - NOUN),1
(สกู๊ต - NOUN),1
(เตอร์ - NOUN),1
(มุ้ง - NOUN),1
(วอลเลย์บอล - NOUN),1
(สิ่งใดสิ่งหนึ่ง - NOUN),1
(หอพัก - NOUN),1
(ปลา - NOUN),1
(ทั้งหมด - NOUN),1
(เกาะ - NOUN),1
(สิ่งมีชีวิต - NOUN),1
(ตรงกลาง - NOUN),1
(สปา - NOUN),1
(เพื่อน - NOUN),1
(โมง - NOUN),1
(ผ้าเช็ดตัว - NOUN),1
(ผู้ค้า - NOUN),1
(ข้างถนน - NOUN),1
(จาน - NOUN),1
(เค - NOUN),1
(บับ - NOUN),1
(ไก่ - NOUN),1
(โรตี - NOUN),1
(นม - NOUN),1
(ผักบุ้ง - NOUN),1
(กุ้ง - NOUN),1
(หมู - NOUN),1
(ผัก - NOUN),1
(ย่าน - NOUN),1
(ด้านบน - NOUN),1
(เกรฟ - NOUN),1
(ฟรุ๊ต - NOUN),1
(cover-ups - NOUN),1
(หมู่ - NOUN),1
(ความสนใจ - NOUN),1
(เท่า - NOUN),1
(แดด - NOUN),1
(สีฟ้า - NOUN),1
(คนอื่น - NOUN),1
(เจ็ทสกี - NOUN),1
(อ่างอาบน้ำ - NOUN),1
(ผับ - NOUN),1
(ขนาด - NOUN),1
(กิโลเมตร - NOUN),1
(มิตร - NOUN),1
(น้ำขึ้น - NOUN),1
(ตะ - NOUN),1
(รน - NOUN),1
(ใจ - NOUN),1
(ทำเล - NOUN),1
(หมัด - NOUN),1
(ชั่วโมง - NOUN),1
(กลางคืน - NOUN),1
(ตอนเช้า - NOUN),1
(วันหยุด - NOUN),1
(สวนสาธารณะ - NOUN),1
(เตียง - NOUN),1
(ชาวบ้าน - NOUN),1
 - NOUN),1
(โดนัท - NOUN),1
(กระโดดร่ม - NOUN),1
(บล็อก - NOUN),1
(ห้องน้ำ - NOUN),1
(ค่าใช้จ่าย - NOUN),1
(ไมค์ - NOUN),1
(แพ็คเกจ - NOUN),1
(ผู้ขาย - NOUN),1
(นักพูด - NOUN),1
(สูบบุหรี่ - NOUN),1
(ช่วงเวลา - NOUN),1
(พัน - NOUN),1
(เยี่ยมยอด - NOUN),1
(กลางวัน - NOUN),1
(เสื่อ - NOUN),1
(ฟรี - NOUN),1
(ข้างนอก - NOUN),1
(ชีวิต - NOUN),1
(การจราจร - NOUN),1
(ความสำคัญ - NOUN),1
(รถยนต์ - NOUN),1
(จักรยาน - NOUN),1
(คนเดินเท้า - NOUN),1
(กรีดร้อง - NOUN),1
(เด็กๆ - NOUN),1
(ฝันร้าย - NOUN),1
(บา - NOUN),1
(นา - NOUN),1
(สมเหตุสมผล - NOUN),1
(ตกดิน - NOUN),1
(การค้าขาย - NOUN),1
(สินค้า - NOUN),1
(รอบๆ - NOUN),1
(ฝูงชน - NOUN),1
(เพลิดเพลิน - NOUN),1
(ผ่อนคลาย - NOUN),1
(หน้า - NOUN),1
(โว - NOUN),1
(เทล - NOUN),1
(ทั้งคืน - NOUN),1
(ชนิด - NOUN),1
