noun,count
(น้อยๆ - NOUN),1
(ที่ใด - NOUN),1
(ล้อมรอบ - NOUN),1
(เส้น - NOUN),1
(ท้องฟ้า - NOUN),1
(โปรดทราบ - NOUN),1
(บันได - NOUN),1
(นักแสดง - NOUN),1
(ข้างถนน - NOUN),1
(สถานที่ท่องเที่ยว - NOUN),1
(เดินสวน - NOUN),1
(พก - NOUN),1
(ของกิน - NOUN),1
(ตัว - NOUN),1
(เที่ยง - NOUN),1
(เที่ยงวัน - NOUN),1
(รีวิว - NOUN),1
(ก่อนหน้านี้ - NOUN),1
(วิดีโอ - NOUN),1
(ขอบคุณ - NOUN),1
(รถยนต์ - NOUN),1
(ป่า - NOUN),1
(ตอง - NOUN),1
(ด้านบน - NOUN),1
(ตอนเย็น - NOUN),1
(ความ - NOUN,1
(คู่รัก - NOUN),1
(โรแมนติก - NOUN),1
(เมือง - NOUN),1
