noun,count
(เท้า - NOUN),1
(กลางวัน - NOUN),1
(สภาพ - NOUN),1
(ขั้นตอน - NOUN),1
(เที่ยง - NOUN),1
(วันศุกร์ - NOUN),1
(ฤดูท่องเที่ยว - NOUN),1
(โสร่ง - NOUN),1
(เสื้อกล้าม - NOUN),1
(ผู้หญิง - NOUN),1
(พลังงาน - NOUN),1
(ยาม - NOUN),1
(นักบวช - NOUN),1
(คำแนะนำ - NOUN),1
(ทำพิธี - NOUN),1
(มะพร้าว - NOUN),1
(ซื้อของ - NOUN),1
(กางเกงขาสั้น - NOUN),1
(พระเจ้า - NOUN),1
(เหตุผล - NOUN),1
(ร้านค้า - NOUN),1
(ฝุ่น - NOUN),1
(ใยแมงมุม - NOUN),1
(เจ้าของร้าน - NOUN),1
(สัมผัส - NOUN),1
(ร้าน - NOUN),1
(สินค้า - NOUN),1
(ภาพ - NOUN),1
(คลุม - NOUN),1
(กางเกง - NOUN),1
(หัวเข่า - NOUN),1
(แผงลอย - NOUN),1
(ขา - NOUN),1
(คุ้มค่า - NOUN),1
(ตั๋ว - NOUN),1
(ห้องโถง - NOUN),1
(ระเบิด - NOUN),1
(ร้านอาหาร - NOUN),1
(ที่นั่น - NOUN),1
(แม่น้ำ - NOUN),1
(ปลา - NOUN),1
(จุดประสงค์ - NOUN),1
(พระ - NOUN),1
(หลัง - NOUN),1
(แมว - NOUN),1
(เจื้อยแจ้ว - NOUN),1
(พื้นดิน - NOUN),1
(แหล่งท่องเที่ยว - NOUN),1
(ชุด - NOUN),1
(เงียบสงบ - NOUN),1
(หญิง - NOUN),1
(อัพ - NOUN),1
(พยาน - NOUN),1
(งานแต่งงาน - NOUN),1
(จิตวิญญาณ - NOUN),1
(วิทยาเขต - NOUN),1
(ว่าการ - NOUN),1
(ถ่ายภาพ - NOUN),1
(อนุสาวรีย์ - NOUN),1
(ห้อง - NOUN),1
(ควรค่า - NOUN),1
(วันที่ - NOUN),1
(ตรงกลาง - NOUN),1
(สาวก - NOUN),1
(ฤดู - NOUN),1
(นอก - NOUN),1
(ภายนอก - NOUN),1
(สี - NOUN),1
(สังเขป - NOUN),1
(หน้า - NOUN),1
(ทุกแห่ง - NOUN),1
(สภาพแวดล้อม - NOUN),1
(เครื่องดื่ม - NOUN),1
(ศาสนาพุทธ - NOUN),1
(น. - NOUN),1
(ข้าง - NOUN),1
(โอกาส - NOUN),1
(แสง - NOUN),1
(โฟกัส - NOUN),1
(ช่างภาพ - NOUN),1
(สวน - NOUN),1
(ดอกทานตะวัน - NOUN),1
(ด้านบน - NOUN),1
(หลุมฝังศพ - NOUN),1
(รูปปั้น - NOUN),1
(ระหว่างทาง - NOUN),1
(ส่วนใหญ่ - NOUN),1
(น่าเสียดาย - NOUN),1
(มารยาท - NOUN),1
(ศูนย์ - NOUN),1
(ค่า - NOUN),1
(ประวัติศาสตร์ - NOUN),1
(วัง - NOUN),1
(แถว - NOUN),1
(น้ำ - NOUN),1
(ความจริง - NOUN),1
(ข้อ - NOUN),1
(ศรัทธา - NOUN),1
(จริงๆ - NOUN),1
(สิ่งอำนวยความสะดวก - NOUN),1
(หิน - NOUN),1
(ร่มเงา - NOUN),1
(วันหยุด - NOUN),1
(นักขัตฤกษ์ - NOUN),1
(ฝูงชน - NOUN),1
(คิว - NOUN),1
(แคร็กเกอร์ - NOUN),1
(ภาพวาด - NOUN),1
(สงบสุข - NOUN),1
(ศักดิ์ศรี - NOUN),1
(พุทธศาสนา - NOUN),1
(ผู้ - NOUN),1
(ต่างประเทศ - NOUN),1
(เจดีย์ - NOUN),1
(เท้าเปล่า - NOUN),1
(ระดับ - NOUN),1
(กลุ่ม - NOUN),1
(จิตใจ - NOUN),1
(ฉาก - NOUN),1
(พร - NOUN),1
(คำตอบ - NOUN),1
(ศักดิ์สิทธิ์ - NOUN),1
(ธรรมชาติ - NOUN),1
(กระดาน - NOUN),1
(ยานพาหนะ - NOUN),1
(ครึ่งชั่วโมง - NOUN),1
(ตำนาน - NOUN),1
(ความเชื่อ - NOUN),1
(กฎ - NOUN),1
(สัปดาห์ - NOUN),1
(ส่วนหนึ่ง - NOUN),1
(ทัวร์ - NOUN),1
(เมือง - NOUN),1
(ลวดลาย - NOUN),1
(ครึ่งชัวโมง - NOUN),1
(ชม - NOUN),1
(เครื่อง - NOUN),1
(ภาษา - NOUN),1
(bug budha - NOUN),1
(ไม่เชิง - NOUN),1
(พาณิชย์ - NOUN),1
(พิพิธภัณฑ์ - NOUN),1
(เครื่องประดับ - NOUN),1
(มุม - NOUN),1
(ไม่ใช่ - NOUN),1
(ตัวอย่าง - NOUN),1
(รอบ - NOUN),1
(มากมาย - NOUN),1
(ภาพเขียน - NOUN),1
(เรื่องราว - NOUN),1
