noun,count
(เมือง - NOUN),3
(ชื่อเสียง - NOUN),3
(ปาร์ตี้ - NOUN),3
(สถานบันเทิง - NOUN),3
(อากาศ - NOUN),3
(ระยะทาง - NOUN),3
(ไม่ใช่ - NOUN),3
(แว่นตา - NOUN),3
(กันแดด - NOUN),3
(ชีวิตชีวา - NOUN),3
(ผลไม้ - NOUN),3
(มิตร - NOUN),3
(เตียง - NOUN),3
(กระโดดร่ม - NOUN),3
(เด็กๆ - NOUN),3
(รีสอร์ท - NOUN),3
(ครอบครัว - NOUN),3
(ภูเก็ต - NOUN),3
(ปีใหม่ - NOUN),3
(จำนวน - NOUN),3
(โลก - NOUN),3
(ร้าน - NOUN),3
(ทราย - NOUN),2
(ขยะ - NOUN),2
(คนใน - NOUN),2
(น้ำทะเล - NOUN),2
(ห้า - NOUN),2
(ปัญหา - NOUN),2
(น่าขยะแขยง - NOUN),2
(สถานที่ท่องเที่ยว - NOUN),2
(คา - NOUN),2
(รอน - NOUN),2
(เดือน - NOUN),2
(ร่อน - NOUN),2
(ขี่ - NOUN),2
(ที่นั่ง - NOUN),2
(ข้าง - NOUN),2
(น้ำมะพร้าว - NOUN),2
(ที่นี่ - NOUN),2
(ตอนกลางคืน - NOUN),2
(เดือนธันวาคม - NOUN),2
(เจ้าหน้าที่ - NOUN),2
(ความปลอดภัย - NOUN),2
(เงิน - NOUN),2
(ทั้งหมด - NOUN),2
(ระยะ - NOUN),2
(รถ - NOUN),2
(ผ้าขนหนู - NOUN),2
(ผ้าเช็ดตัว - NOUN),2
(ข้างถนน - NOUN),2
(เค - NOUN),2
(บับ - NOUN),2
(ไก่ - NOUN),2
(ทอด - NOUN),2
(หมู่ - NOUN),2
(ตอนเย็น - NOUN),2
(อ่างอาบน้ำ - NOUN),2
(ขนาด - NOUN),2
(กิโลเมตร - NOUN),2
(น้ำลง - NOUN),2
(รน - NOUN),2
(ยาม - NOUN),2
(ค่ำคืน - NOUN),2
(ทำเล - NOUN),2
(ขา - NOUN),2
(กลางคืน - NOUN),2
(ตอนเช้า - NOUN),2
(ชาวบ้าน - NOUN),2
(ห้องน้ำ - NOUN),2
(สูบบุหรี่ - NOUN),2
(ช่วงเวลา - NOUN),2
(กลางวัน - NOUN),2
(ฟรี - NOUN),2
(ชีวิต - NOUN),2
(การจราจร - NOUN),2
(สมเหตุสมผล - NOUN),2
(สินค้า - NOUN),2
(ชนิด - NOUN),2
(ริมถนน - NOUN),2
(โอกาส - NOUN),2
(หิน - NOUN),2
(น่ารัก - NOUN),2
(ร่มเงา - NOUN),2
(เลา - NOUN),2
(นจ์ - NOUN),2
(มุม - NOUN),2
(เรือใบ - NOUN),2
(ริ - NOUN),2
(สระว่ายน้ำ - NOUN),2
(สระน้ำ - NOUN),2
(ไอศ - NOUN),2
(ครีม - NOUN),2
(ยา - NOUN),2
(ส่วนใหญ่ - NOUN),2
(รถเข็น - NOUN),2
(ลูกชาย - NOUN),2
(สาย - NOUN),1
(หยิ่งผยอง - NOUN),1
(บ่าย - NOUN),1
(ดี - NOUN),1
(ดาว - NOUN),1
(พลาสติก - NOUN),1
(นัก - NOUN),1
(หลัก - NOUN),1
(น่าตื่นตาตื่นใจ - NOUN),1
(กรณี - NOUN),1
(เชือก - NOUN),1
(แสง - NOUN),1
(ที่อยู่ - NOUN),1
(ฟลุต - NOUN),1
(พฤติกรรม - NOUN),1
(สภาพแวดล้อม - NOUN),1
(ริมทะเล - NOUN),1
(ขอบคุณ - NOUN),1
(หน้าที่ - NOUN),1
(สกู๊ต - NOUN),1
(เตอร์ - NOUN),1
(มุ้ง - NOUN),1
(วอลเลย์บอล - NOUN),1
(สิ่งใดสิ่งหนึ่ง - NOUN),1
(หอพัก - NOUN),1
(ปลา - NOUN),1
(สิ่งมีชีวิต - NOUN),1
(ตรงกลาง - NOUN),1
(สปา - NOUN),1
(เพื่อน - NOUN),1
(โมง - NOUN),1
(ผู้ค้า - NOUN),1
(จาน - NOUN),1
(โรตี - NOUN),1
(นม - NOUN),1
(ผักบุ้ง - NOUN),1
(กุ้ง - NOUN),1
(หมู - NOUN),1
(ผัก - NOUN),1
(ย่าน - NOUN),1
(ด้านบน - NOUN),1
(เกรฟ - NOUN),1
(ฟรุ๊ต - NOUN),1
(cover-ups - NOUN),1
(ความสนใจ - NOUN),1
(เท่า - NOUN),1
(แดด - NOUN),1
(สีฟ้า - NOUN),1
(คนอื่น - NOUN),1
(ผับ - NOUN),1
(น้ำขึ้น - NOUN),1
(ตะ - NOUN),1
(ใจ - NOUN),1
(หมัด - NOUN),1
(ชั่วโมง - NOUN),1
(สวนสาธารณะ - NOUN),1
 - NOUN),1
(โดนัท - NOUN),1
(บล็อก - NOUN),1
(ค่าใช้จ่าย - NOUN),1
(ไมค์ - NOUN),1
(แพ็คเกจ - NOUN),1
(นักพูด - NOUN),1
(พัน - NOUN),1
(เยี่ยมยอด - NOUN),1
(เสื่อ - NOUN),1
(ข้างนอก - NOUN),1
(ความสำคัญ - NOUN),1
(รถยนต์ - NOUN),1
(จักรยาน - NOUN),1
(คนเดินเท้า - NOUN),1
(กรีดร้อง - NOUN),1
(ฝันร้าย - NOUN),1
(บา - NOUN),1
(นา - NOUN),1
(ตกดิน - NOUN),1
(การค้าขาย - NOUN),1
(รอบๆ - NOUN),1
(ฝูงชน - NOUN),1
(เพลิดเพลิน - NOUN),1
(ผ่อนคลาย - NOUN),1
(หน้า - NOUN),1
(โว - NOUN),1
(เทล - NOUN),1
(ทั้งคืน - NOUN),1
(ข้อมูล - NOUN),1
(เน็ต - NOUN),1
(สงบ - NOUN),1
(น่าตื่นเต้น - NOUN),1
(หยุดพัก - NOUN),1
(นัด - NOUN),1
(เดท - NOUN),1
(ฉาก - NOUN),1
(บอนด์ - NOUN),1
(สวรรค์ - NOUN),1
(ค่า - NOUN),1
(กะ - NOUN),1
(นโยบาย - NOUN),1
(ตอนนี้ - NOUN),1
(รสชาติ - NOUN),1
(มันฝรั่ง - NOUN),1
(เสียบ - NOUN),1
(ไม้ - NOUN),1
(ผู้มีชื่อเสียง - NOUN),1
(แพทริค - NOUN),1
(รอยสัก - NOUN),1
(แปด - NOUN),1
(เครื่องประดับ - NOUN),1
(รีวิว - NOUN),1
(คาด - NOUN),1
(คำพูด - NOUN),1
(ของปลอม - NOUN),1
(ชาวยุโรป - NOUN),1
(ข้อ - NOUN),1
(หัว - NOUN),1
(พัทยา - NOUN),1
(ช้าง - NOUN),1
(ชื่อ - NOUN),1
(ตง - NOUN),1
(รองเท้าแตะ - NOUN),1
(พริบตา - NOUN),1
(บรรยากาศ - NOUN),1
(คลับ - NOUN),1
(ฝักบัว - NOUN),1
(ทะเลอันดามัน - NOUN),1
(คนรัก - NOUN),1
(วันคริสต์มาส - NOUN),1
(เก้า - NOUN),1
(ต้น - NOUN),1
(ที่ว่าง - NOUN),1
(นักว่ายน้ำ - NOUN),1
(ร้านกาแฟ - NOUN),1
(สัปดาห์ - NOUN),1
(จอห์น - NOUN),1
(ที่นั่น - NOUN),1
(เงียบสงบ - NOUN),1
(คืน - NOUN),1
(เครื่องเล่น - NOUN),1
(แล่น - NOUN),1
(รับประทานอาหาร - NOUN),1
(ลิง - NOUN),1
(ห้อง - NOUN),1
(เจ็ต - NOUN),1
(สกี - NOUN),1
(ลูกสาว - NOUN),1
(แพนเค้ก - NOUN),1
(มีเสียง - NOUN),1
(คู่รัก - NOUN),1
(สมบูรณ์แบบ - NOUN),1
(นำเสนอ - NOUN),1
(ประเภท - NOUN),1
(ขายของ - NOUN),1
(เย็น - NOUN),1
(แว่นกันแดด - NOUN),1
(ต่างชาติ - NOUN),1
(บันทึกการเดินทาง - NOUN),1
(ที่มา - NOUN),1
(เวีย - NOUN),1
(นักธุรกิจ - NOUN),1
(พัก - NOUN),1
(โอ - NOUN),1
(เรือยาว - NOUN),1
(ทริป - NOUN),1
(ร่มชูชีพ - NOUN),1
(ออกอากาศ - NOUN),1
(วินาที - NOUN),1
(อย่างเช่น - NOUN),1
(ฤดูท่องเที่ยว - NOUN),1
(น้ำผลไม้ - NOUN),1
(พ่อค้า - NOUN),1
(ยอดเยี่ยม - NOUN),1
(เอเชีย - NOUN),1
(อาหารทะเล - NOUN),1
(มื้อ - NOUN),1
(มื้อค่ำ - NOUN),1
(ฤดูหนาว - NOUN),1
(ตอน - NOUN),1
(เหนือ - NOUN),1
(วันที่ - NOUN),1
(หลานสาว - NOUN),1
(ผู้ - NOUN),1
(น่าจะ - NOUN),1
(เสียง - NOUN),1
(บนสวรรค์ - NOUN),1
(สา - NOUN),1
(อายุ - NOUN),1
(ขวบ - NOUN),1
(เดินผ่าน - NOUN),1
(พึมพำ - NOUN),1
(ทัศนคติ - NOUN),1
(sh * t - NOUN),1
(เออ - NOUN),1
(เบล - NOUN),1
(ผู้หญิง - NOUN),1
(จอง - NOUN),1
(ค่าธรรมเนียม - NOUN),1
(สิทธิพิเศษ - NOUN),1
(ความรู้ - NOUN),1
(ภาษา - NOUN),1
(แสงอาทิตย์ - NOUN),1
(ผิว - NOUN),1
(เสื้อผ้า - NOUN),1
(กิโลกรัม - NOUN),1
(เงินได้ - NOUN),1
(เอ็ด - NOUN),1
(แคนาดา - NOUN),1
(อย่างน้อย - NOUN),1
(ร้านขายยา - NOUN),1
(ข้างทาง - NOUN),1
(หน้าจอ - NOUN),1
(ฝูง - NOUN),1
(วัว - NOUN),1
(รูเล็ต - NOUN),1
(วันเวลา - NOUN),1
(น้ำเงิน - NOUN),1
(น่าสนใจ - NOUN),1
(กองขยะ - NOUN),1
(ร่างกาย - NOUN),1
(เกลียด - NOUN),1
(คนขาย - NOUN),1
(สิ่งของ - NOUN),1
(จ้องมอง - NOUN),1
(เบียร์ - NOUN),1
(ขอบฟ้า - NOUN),1
(ยอดนิยม - NOUN),1
(ศูนย์การค้า - NOUN),1
(กันเอง - NOUN),1
(เล่นกีฬา - NOUN),1
(ผจญภัย - NOUN),1
(ผลิตภัณฑ์ - NOUN),1
(ด้านหลัง - NOUN),1
