comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(ชายหาด - NOUN)', '(ที่ - DET)', '(น่ารัก - VERB)', '(ใกล้ - ADP)', '(กับ - ADP)', '(สิ่งอำนวยความสะดวก - NOUN)', '(มากมาย - ADJ)'], ['(ขอ - NOUN)', '(แนะนำ - VERB)', '(อย่างยิ่ง - ADV)']]","{'(ชายหาด - NOUN)': 1, '(สิ่งอำนวยความสะดวก - NOUN)': 1, '(ขอ - NOUN)': 1}",3,3,"{'(น่ารัก - VERB)': 1, '(แนะนำ - VERB)': 1}",2,2,{'(มากมาย - ADJ)': 1},1,1,{'(อย่างยิ่ง - ADV)': 1},1,1
"[['(ใกล้ - ADP)', '(ตลาด - NOUN)', '(บาง - DET)', '(ลา - NOUN)', '(และ - CCONJ)', '(ดี - PROPN)']]","{'(ตลาด - NOUN)': 1, '(ลา - NOUN)': 1}",2,2,{},0,0,{},0,0,{},0,0
"[['(เป็น - AUX)', '(หนึ่ง - NUM)', '(ใน - ADP)', '(คน - NOUN)', '(ดี - ADJ)'], ['(แต่ - CCONJ)', '(*ว่าง - VERB)']]",{'(คน - NOUN)': 1},1,1,{'(*ว่าง - VERB)': 1},1,1,{'(ดี - ADJ)': 1},1,1,{},0,0
"[['(จะ - VERB)', '(เป็น - AUX)', '(ห้า - NOUN)', '(ดาว - NOUN)', '(ถ้า - ADP)', '(พวกเขา - NOUN)', '(สามารถ - VERB)', '(แยกแยะ - VERB)', '(ปัญหา - NOUN)', '(พลาสติก - NOUN)', '(ได้ - PART)']]","{'(ห้า - NOUN)': 1, '(ดาว - NOUN)': 1, '(พวกเขา - NOUN)': 1, '(ปัญหา - NOUN)': 1, '(พลาสติก - NOUN)': 1}",5,5,"{'(จะ - VERB)': 1, '(สามารถ - VERB)': 1, '(แยกแยะ - VERB)': 1}",3,3,{},0,0,{},0,0
"[['(*มี - VERB)', '(อะไร - PRON)', '(พิเศษ - ADJ)', '(และ - CCONJ)', '(นัก - NOUN)', '(ช้อป - VERB)', '(มากมาย - ADV)']]",{'(นัก - NOUN)': 1},1,1,"{'(*มี - VERB)': 1, '(ช้อป - VERB)': 1}",2,2,{'(พิเศษ - ADJ)': 1},1,1,{'(มากมาย - ADV)': 1},1,1
"[['(ชายหาด - NOUN)', '(ที่ - DET)', '(สะอาด - VERB)', '(น่าอัศจรรย์ - NOUN)'], ['(กลิ่น - NOUN)', '(เมือง - NOUN)', '(น่ากลัว - PROPN)'], ['(แต่ - CCONJ)', '(ฉัน - PRON)', '(ไม่ได้ - VERB)', '(ให้คะแนน - NOUN)', '(ที่ - DET)', '(ภูเก็ต - NOUN)', '(แค่ - ADV)', '(ชายหาด - NOUN)']]","{'(ชายหาด - NOUN)': 2, '(น่าอัศจรรย์ - NOUN)': 1, '(กลิ่น - NOUN)': 1, '(เมือง - NOUN)': 1, '(ให้คะแนน - NOUN)': 1, '(ภูเก็ต - NOUN)': 1}",6,7,"{'(สะอาด - VERB)': 1, '(ไม่ได้ - VERB)': 1}",2,2,{},0,0,{'(แค่ - ADV)': 1},1,1
"[['(น้ำ - NOUN)', '(น่าขยะแขยง - VERB)'], ['(อย่า - NOUN)', '(มา - PART)', '(ที่นี่ - ADV)']]","{'(น้ำ - NOUN)': 1, '(อย่า - NOUN)': 1}",2,2,{'(น่าขยะแขยง - VERB)': 1},1,1,{},0,0,{'(ที่นี่ - ADV)': 1},1,1
"[['(พื้นที่ - NOUN)', '(ชายหาด - NOUN)', '(หลัก - ADJ)', '(ป่า - NOUN)', '(ตอง - VERB)', '(ใกล้ - ADP)', '(กับ - ADP)', '(ถนน - NOUN)', '(บาง - DET)', '(ลา - NOUN)'], ['(น้ำ - NOUN)', '(*ใส - VERB)', '(และ - CCONJ)', '(ตื้น - NOUN)'], ['(สถานที่ท่องเที่ยว - NOUN)', '(ทาง - ADP)', '(น้ำ - NOUN)', '(ที่ - DET)', '(ดี - ADJ)'], ['(*แออัด - VERB)']]","{'(พื้นที่ - NOUN)': 1, '(ชายหาด - NOUN)': 1, '(ป่า - NOUN)': 1, '(ถนน - NOUN)': 1, '(ลา - NOUN)': 1, '(น้ำ - NOUN)': 2, '(ตื้น - NOUN)': 1, '(สถานที่ท่องเที่ยว - NOUN)': 1}",8,9,"{'(ตอง - VERB)': 1, '(*ใส - VERB)': 1, '(*แออัด - VERB)': 1}",3,3,"{'(หลัก - ADJ)': 1, '(ดี - ADJ)': 1}",2,2,{},0,0
"[['(หนึ่ง - NUM)', '(ใน - ADP)', '(ชายหาด - NOUN)', '(ที่ - DET)', '(ได้รับ - VERB)', '(ความ - VERB)', '(นิยม - VERB)', '(มาก - ADV)', '(ที่สุด - ADV)', '(ใน - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - NOUN)']]","{'(ชายหาด - NOUN)': 1, '(จังหวัด - NOUN)': 1, '(ภูเก็ต - NOUN)': 1}",3,3,"{'(ได้รับ - VERB)': 1, '(ความ - VERB)': 1, '(นิยม - VERB)': 1}",3,3,{},0,0,"{'(มาก - ADV)': 1, '(ที่สุด - ADV)': 1}",2,2
"[['(ชายหาด - NOUN)', '(ที่ - DET)', '(สวยงาม - ADJ)'], ['(แต่ - CCONJ)', '(คลื่น - VERB)', '(ป่า - NOUN)']]","{'(ชายหาด - NOUN)': 1, '(ป่า - NOUN)': 1}",2,2,{'(คลื่น - VERB)': 1},1,1,{'(สวยงาม - ADJ)': 1},1,1,{},0,0
"[['(สถานที่ - NOUN)', '(ที่ - DET)', '(สวยงาม - ADJ)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ที่ - DET)', '(น่าตื่นตาตื่นใจ - VERB)']]","{'(สถานที่ - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1}",2,2,"{'(ตก - VERB)': 1, '(น่าตื่นตาตื่นใจ - VERB)': 1}",2,2,{'(สวยงาม - ADJ)': 1},1,1,{},0,0
"[['(สถานที่ - NOUN)', '(ที่ - DET)', '(เลวร้าย - VERB)', '(ที่สุด - ADV)', '(ใน - ADP)', '(ประเทศ - NOUN)', '(ไทย - PROPN)', '(แออัด - VERB)', '(เกินไป - VERB)', '(มี - VERB)', '(กลิ่น - NOUN)', '(*ดี - ADJ)', '(จริงๆ - ADV)'], ['(คน - NOUN)', '(น่าเกลียด - VERB)', '(และ - CCONJ)', '(มีเสียง - VERB)', '(ดัง - ADJ)', '(สุด - ADV)', '(ๆ - SYM)'], ['(ฉัน - PRON)', '(*แนะนำ - VERB)', '(ให้ - VERB)', '(ไป - PART)', '(ที่นั่น - VERB)', '(ไม่ว่า - ADV)', '(ใน - ADP)', '(กรณี - NOUN)', '(ใดๆ - ADJ)'], ['(ไป - PART)', '(ที่ - ADP)', '(ชายหาด - NOUN)', '(อื่น - ADJ)', '(แทน - VERB)', '(เช่น - ADP)', '(หาด - NOUN)', '(คา - VERB)', '(รอน - NOUN)']]","{'(สถานที่ - NOUN)': 1, '(ประเทศ - NOUN)': 1, '(กลิ่น - NOUN)': 1, '(คน - NOUN)': 1, '(กรณี - NOUN)': 1, '(ชายหาด - NOUN)': 1, '(หาด - NOUN)': 1, '(รอน - NOUN)': 1}",8,8,"{'(เลวร้าย - VERB)': 1, '(แออัด - VERB)': 1, '(เกินไป - VERB)': 1, '(มี - VERB)': 1, '(น่าเกลียด - VERB)': 1, '(มีเสียง - VERB)': 1, '(*แนะนำ - VERB)': 1, '(ให้ - VERB)': 1, '(ที่นั่น - VERB)': 1, '(แทน - VERB)': 1, '(คา - VERB)': 1}",11,11,"{'(*ดี - ADJ)': 1, '(ดัง - ADJ)': 1, '(ใดๆ - ADJ)': 1, '(อื่น - ADJ)': 1}",4,4,"{'(ที่สุด - ADV)': 1, '(จริงๆ - ADV)': 1, '(สุด - ADV)': 1, '(ไม่ว่า - ADV)': 1}",4,4
"[['(ฉัน - PRON)', '(เยี่ยม - VERB)', '(ชม - NOUN)', '(สถานที่ - NOUN)', '(นี้ - DET)', '(เมื่อ - ADP)', '(เดือน - NOUN)', '(ที่แล้ว - ADJ)'], ['(ที่นี่ - PROPN)', '(มี - VERB)', '(ชื่อเสียง - NOUN)', '(มาก - ADV)', '(และ - CCONJ)', '(เป็น - AUX)', '(ชายหาด - NOUN)', '(ที่ - DET)', '(แออัด - VERB)', '(มาก - ADV)', '(ใน - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - NOUN)'], ['(มี - VERB)', '(กิจกรรม - NOUN)', '(มากมาย - ADJ)', '(เช่น - ADP)', '(พารา - NOUN)', '(ร่อน - NOUN)', '(และ - CCONJ)', '(ขี่ - NOUN)', '(เรือ - NOUN)'], ['(หาก - ADP)', '(คุณ - PRON)', '(ต้องการ - VERB)', '(สนุก - VERB)', '(กับ - ADP)', '(การ - NOUN)', '(ว่ายน้ำ - NOUN)', '(คุณ - PRON)', '(จะ - VERB)', '(ได้รับ - VERB)', '(พื้นที่ - NOUN)', '(ที่ - DET)', '(ทำ - VERB)', '(เครื่องหมาย - NOUN)', '(ด้วย - ADP)', '(เชือก - NOUN)'], ['(นอก - ADP)', '(พื้นที่ - NOUN)', '(นั้น - DET)', '(*สามารถ - VERB)', '(ว่ายน้ำ - VERB)', '(ได้ - VERB)'], ['(หาก - ADP)', '(คุณ - PRON)', '(ต้องการ - VERB)', '(เพลิดเพลิน - VERB)', '(ไป - PART)', '(กับ - ADP)', '(แสง - NOUN)', '(ของ - ADP)', '(ดวงอาทิตย์ - NOUN)', '(นั่น - PRON)', '(ก็ - ADV)', '(เป็น - AUX)', '(ปัญหา - NOUN)'], ['(คุณ - PRON)', '(จะ - VERB)', '(ไม่ได้ - PART)', '(ที่นั่ง - VERB)', '(หรือ - CCONJ)', '(สถานที่ - NOUN)', '(พักผ่อน - NOUN)'], ['(ร้านค้า - NOUN)', '(ที่อยู่ - VERB)', '(ข้าง - NOUN)', '(ชายหาด - NOUN)', '(นั้น - DET)', '(มี - VERB)', '(การ - NOUN)', '(พูด - VERB)', '(เกิน - ADV)', '(จริง - ADV)'], ['(น้ำมะพร้าว - NOUN)', '(หนึ่ง - NUM)', '(ลูก - NOUN)', '(จะ - VERB)', '(เสียค่าใช้จ่าย - VERB)', '(ห้า - NUM)', '(สิบ - NUM)', '(บาท - NOUN)'], ['(โปรด - PROPN)', '(ทำ - VERB)', '(วิจัย - NOUN)', '(ก่อน - ADP)', '(ที่ - ADP)', '(จะ - VERB)', '(ถึง - VERB)', '(สถานที่ - NOUN)', '(นี้ - DET)'], ['(ฉัน - PRON)', '(นำ - VERB)', '(ฟลุต - PROPN)', '(จาก - ADP)', '(ที่นี่ - PRON)'], ['(ประสบการณ์ - NOUN)', '(โดย - ADP)', '(รวม - VERB)', '(ดี - ADJ)', '(มาก - ADV)'], ['(ความ - NOUN)', '(งาม - ADJ)', '(อัน - DET)', '(งดงาม - ADJ)', '(และ - CCONJ)', '(พฤติกรรม - NOUN)', '(ของ - ADP)', '(ผู้คน - NOUN)', '(ที่ - ADP)', '(โดดเด่น - ADJ)'], ['(ฉัน - PRON)', '(รัก - VERB)', '(สถานที่ - NOUN)', '(แห่ง - ADP)', '(นี้ - PRON)', '(. - PUNCT)'], ['(โปรด - NOUN)', '(นำ - VERB)', '(โรงแรม - NOUN)', '(ไป - PART)', '(ติด - VERB)', '(กับ - ADP)', '(ชายหาด - NOUN)', '(นี้ - DET)', '(และ - CCONJ)', '(คุณ - PRON)', '(จะ - VERB)', '(สามารถ - VERB)', '(เพลิดเพลิน - VERB)', '(ไป - PART)', '(กับ - ADP)', '(สภาพแวดล้อม - NOUN)', '(ที่ - DET)', '(สวยงาม - ADJ)', '(ใน - ADP)', '(ตอนกลางคืน - NOUN)'], ['(ถนน - NOUN)', '(บาง - DET)', '(ลา - NOUN)', '(อยู่ - VERB)', '(ตรงข้าม - VERB)', '(กับ - ADP)', '(ชายหาด - NOUN)', '(นี้ - DET)'], ['(ร้านอาหาร - NOUN)', '(ที่ - DET)', '(ดี - ADJ)', '(มาก - ADV)', '(อยู่ - VERB)', '(ใกล้ - ADP)', '(กับ - ADP)', '(ชายหาด - NOUN)', '(นี้ - DET)'], ['(คุณ - PRON)', '(สามารถ - VERB)', '(เดิน - VERB)', '(ตอนกลางคืน - VERB)', '(ริมทะเล - NOUN)', '(และ - CCONJ)', '(เพลิดเพลิน - PROPN)', '(กับ - CCONJ)', '(การ - NOUN)', '(แสดง - VERB)'], ['(ขอบคุณ - NOUN)']]","{'(ชม - NOUN)': 1, '(สถานที่ - NOUN)': 4, '(เดือน - NOUN)': 1, '(ชื่อเสียง - NOUN)': 1, '(ชายหาด - NOUN)': 5, '(จังหวัด - NOUN)': 1, '(ภูเก็ต - NOUN)': 1, '(กิจกรรม - NOUN)': 1, '(พารา - NOUN)': 1, '(ร่อน - NOUN)': 1, '(ขี่ - NOUN)': 1, '(เรือ - NOUN)': 1, '(การ - NOUN)': 3, '(ว่ายน้ำ - NOUN)': 1, '(พื้นที่ - NOUN)': 2, '(เครื่องหมาย - NOUN)': 1, '(เชือก - NOUN)': 1, '(แสง - NOUN)': 1, '(ดวงอาทิตย์ - NOUN)': 1, '(ปัญหา - NOUN)': 1, '(พักผ่อน - NOUN)': 1, '(ร้านค้า - NOUN)': 1, '(ข้าง - NOUN)': 1, '(น้ำมะพร้าว - NOUN)': 1, '(ลูก - NOUN)': 1, '(บาท - NOUN)': 1, '(วิจัย - NOUN)': 1, '(ประสบการณ์ - NOUN)': 1, '(ความ - NOUN)': 1, '(พฤติกรรม - NOUN)': 1, '(ผู้คน - NOUN)': 1, '(โปรด - NOUN)': 1, '(โรงแรม - NOUN)': 1, '(สภาพแวดล้อม - NOUN)': 1, '(ตอนกลางคืน - NOUN)': 1, '(ถนน - NOUN)': 1, '(ลา - NOUN)': 1, '(ร้านอาหาร - NOUN)': 1, '(ริมทะเล - NOUN)': 1, '(ขอบคุณ - NOUN)': 1}",40,50,"{'(เยี่ยม - VERB)': 1, '(มี - VERB)': 3, '(แออัด - VERB)': 1, '(ต้องการ - VERB)': 2, '(สนุก - VERB)': 1, '(จะ - VERB)': 5, '(ได้รับ - VERB)': 1, '(ทำ - VERB)': 2, '(*สามารถ - VERB)': 1, '(ว่ายน้ำ - VERB)': 1, '(ได้ - VERB)': 1, '(เพลิดเพลิน - VERB)': 2, '(ที่นั่ง - VERB)': 1, '(ที่อยู่ - VERB)': 1, '(พูด - VERB)': 1, '(เสียค่าใช้จ่าย - VERB)': 1, '(ถึง - VERB)': 1, '(นำ - VERB)': 2, '(รวม - VERB)': 1, '(รัก - VERB)': 1, '(ติด - VERB)': 1, '(สามารถ - VERB)': 2, '(อยู่ - VERB)': 2, '(ตรงข้าม - VERB)': 1, '(เดิน - VERB)': 1, '(ตอนกลางคืน - VERB)': 1, '(แสดง - VERB)': 1}",27,39,"{'(ที่แล้ว - ADJ)': 1, '(มากมาย - ADJ)': 1, '(ดี - ADJ)': 2, '(งาม - ADJ)': 1, '(งดงาม - ADJ)': 1, '(โดดเด่น - ADJ)': 1, '(สวยงาม - ADJ)': 1}",7,8,"{'(มาก - ADV)': 4, '(ก็ - ADV)': 1, '(เกิน - ADV)': 1, '(จริง - ADV)': 1}",4,7
"[['(ชายหาด - NOUN)', '(ที่ - DET)', '(แออัด - VERB)', '(ไป - PART)', '(หน่อย - ADV)'], ['(แต่ - CCONJ)', '(สะอาด - ADV)', '(กว่า - ADP)', '(ที่ - PRON)', '(คิด - VERB)', '(ไว้ - ADV)', '(มาก - ADV)']]",{'(ชายหาด - NOUN)': 1},1,1,"{'(แออัด - VERB)': 1, '(คิด - VERB)': 1}",2,2,{},0,0,"{'(หน่อย - ADV)': 1, '(สะอาด - ADV)': 1, '(ไว้ - ADV)': 1, '(มาก - ADV)': 1}",4,4
"[['(บาร์ - PROPN)', '(ปาร์ตี้ - PROPN)', '(และ - CCONJ)', '(สถานบันเทิง - PROPN)']]",{},0,0,{},0,0,{},0,0,{},0,0
"[['(เข้า - VERB)', '(ชม - VERB)', '(ใน - ADP)', '(เดือนธันวาคม - NOUN)'], ['(อากาศ - NOUN)', '(ดี - ADJ)', '(มาก - ADV)', '(อากาศ - NOUN)', '(อุ่น - ADJ)'], ['(ชายหาด - NOUN)', '(ได้รับ - VERB)', '(การ - NOUN)', '(ดูแลรักษา - VERB)'], ['(แต่ - CCONJ)', '(อาจ - VERB)', '(จะ - VERB)', '(สะอาด - ADJ)', '(กว่า - ADP)', '(นี้ - PRON)'], ['(กิจกรรม - NOUN)', '(มากมาย - ADJ)', '(ที่นี่ - DET)', '(รวมถึง - NOUN)', '(การ - NOUN)', '(เล่น - VERB)', '(พารา - NOUN)', '(เซล - PROPN)'], ['(แต่ - CCONJ)', '(*มี - VERB)', '(เจ้าหน้าที่ - NOUN)', '(รักษา - VERB)', '(ความปลอดภัย - VERB)', '(ประจำ - VERB)', '(หน้าที่ - NOUN)'], ['(แผงขาย - NOUN)', '(อาหาร - NOUN)', '(มากมาย - ADJ)', '(ริ - NOUN)', '(มหาด - NOUN)'], ['(ดี - ADJ)', '(ที่สุด - ADV)', '(ใน - ADP)', '(การ - NOUN)', '(เช่า - VERB)', '(สกู๊ต - NOUN)', '(เตอร์ - PROPN)', '(และ - CCONJ)', '(สำรวจ - VERB)', '(ชายหาด - NOUN)', '(ทั้งหมด - DET)'], ['(มี - VERB)', '(มุ้ง - NOUN)', '(วอลเลย์บอล - NOUN)'], ['(เก้าอี้ - NOUN)', '(สอง - NUM)', '(ร้อย - NOUN)', '(บาท - NOUN)']]","{'(เดือนธันวาคม - NOUN)': 1, '(อากาศ - NOUN)': 2, '(ชายหาด - NOUN)': 2, '(การ - NOUN)': 3, '(กิจกรรม - NOUN)': 1, '(รวมถึง - NOUN)': 1, '(พารา - NOUN)': 1, '(เจ้าหน้าที่ - NOUN)': 1, '(หน้าที่ - NOUN)': 1, '(แผงขาย - NOUN)': 1, '(อาหาร - NOUN)': 1, '(ริ - NOUN)': 1, '(มหาด - NOUN)': 1, '(สกู๊ต - NOUN)': 1, '(มุ้ง - NOUN)': 1, '(วอลเลย์บอล - NOUN)': 1, '(เก้าอี้ - NOUN)': 1, '(ร้อย - NOUN)': 1, '(บาท - NOUN)': 1}",19,23,"{'(เข้า - VERB)': 1, '(ชม - VERB)': 1, '(ได้รับ - VERB)': 1, '(ดูแลรักษา - VERB)': 1, '(อาจ - VERB)': 1, '(จะ - VERB)': 1, '(เล่น - VERB)': 1, '(*มี - VERB)': 1, '(รักษา - VERB)': 1, '(ความปลอดภัย - VERB)': 1, '(ประจำ - VERB)': 1, '(เช่า - VERB)': 1, '(สำรวจ - VERB)': 1, '(มี - VERB)': 1}",14,14,"{'(ดี - ADJ)': 2, '(อุ่น - ADJ)': 1, '(สะอาด - ADJ)': 1, '(มากมาย - ADJ)': 2}",4,6,"{'(มาก - ADV)': 1, '(ที่สุด - ADV)': 1}",2,2
