comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(ชาย - NOUN)', '(หาด - NOUN)', '(ที่ - SCONJ)', '(น่า - PART)', '(รัก - NOUN)', '(ใกล้ - VERB)', '(กับ - ADP)', '(สิ่ง - NOUN)', '(อำนวย - NOUN)', '(ความ - NOUN)', '(สะดวก - VERB)', '(มากมาย - ADJ)', '(ขอ - VERB)', '(แนะนำ - VERB)', '(อย่าง - NOUN)', '(ยิ่ง - ADV)']]","{'(ชาย - NOUN)': 1, '(หาด - NOUN)': 1, '(รัก - NOUN)': 1, '(สิ่ง - NOUN)': 1, '(อำนวย - NOUN)': 1, '(ความ - NOUN)': 1, '(อย่าง - NOUN)': 1}",7,7,"{'(ใกล้ - VERB)': 1, '(สะดวก - VERB)': 1, '(ขอ - VERB)': 1, '(แนะนำ - VERB)': 1}",4,4,{'(มากมาย - ADJ)': 1},1,1,{'(ยิ่ง - ADV)': 1},1,1
"[['(ใกล้ - ADP)', '(ตลาด - NOUN)', '(บาง - ADV)', '(ลา - NOUN)', '(และ - CCONJ)', '(ดี - ADJ)']]","{'(ตลาด - NOUN)': 1, '(ลา - NOUN)': 1}",2,2,{},0,0,{'(ดี - ADJ)': 1},1,1,{'(บาง - ADV)': 1},1,1
"[['(เป็น - VERB)', '(หนึ่ง - NUM)', '(ใน - ADP)', '(คน - NOUN)', '(ดี - ADJ)', '(แต่ - CCONJ)', '(*ว่าง - VERB)']]",{'(คน - NOUN)': 1},1,1,"{'(เป็น - VERB)': 1, '(*ว่าง - VERB)': 1}",2,2,{'(ดี - ADJ)': 1},1,1,{},0,0
"[['(จะ - AUX)', '(เป็น - VERB)', '(ห้า - NUM)', '(ดาว - NOUN)', '(ถ้า - SCONJ)', '(พวก - NOUN)', '(เขา - PRON)', '(สามารถ - AUX)', '(แยกแยะ - VERB)', '(ปัญหา - NOUN)', '(พลาสติก - NOUN)', '(ได้ - AUX)']]","{'(ดาว - NOUN)': 1, '(พวก - NOUN)': 1, '(ปัญหา - NOUN)': 1, '(พลาสติก - NOUN)': 1}",4,4,"{'(เป็น - VERB)': 1, '(แยกแยะ - VERB)': 1}",2,2,{},0,0,{},0,0
"[['(*มี - VERB)', '(อะไร - PRON)', '(พิเศษ - ADJ)', '(และ - CCONJ)', '(นัก - NOUN)', '(ช้อป - NOUN)', '(มากมาย - ADJ)']]","{'(นัก - NOUN)': 1, '(ช้อป - NOUN)': 1}",2,2,{'(*มี - VERB)': 1},1,1,"{'(พิเศษ - ADJ)': 1, '(มากมาย - ADJ)': 1}",2,2,{},0,0
"[['(ชาย - NOUN)', '(หาด - NOUN)', '(ที่ - SCONJ)', '(สะอาด - VERB)', '(น่า - PART)', '(อัศจรรย์ - NOUN)', '(กลิ่น - NOUN)', '(เมือง - NOUN)', '(น่า - AUX)', '(กลัว - VERB)', '(แต่ - CCONJ)', '(ฉัน - PRON)', '(*ได้ - AUX)', '(ให้ - SCONJ)', '(คะแนน - NOUN)', '(ที่ - SCONJ)', '(ภูเก็ต - PROPN)', '(แค่ - ADV)', '(ชาย - NOUN)', '(หาด - NOUN)']]","{'(ชาย - NOUN)': 2, '(หาด - NOUN)': 2, '(อัศจรรย์ - NOUN)': 1, '(กลิ่น - NOUN)': 1, '(เมือง - NOUN)': 1, '(คะแนน - NOUN)': 1}",6,8,"{'(สะอาด - VERB)': 1, '(กลัว - VERB)': 1}",2,2,{},0,0,{'(แค่ - ADV)': 1},1,1
"[['(น้ำ - NOUN)', '(น่า - AUX)', '(ขยะแขยง - NOUN)', '(อย่า - AUX)', '(มา - VERB)', '(ที่ - SCONJ)', '(นี่ - PRON)']]","{'(น้ำ - NOUN)': 1, '(ขยะแขยง - NOUN)': 1}",2,2,{'(มา - VERB)': 1},1,1,{},0,0,{},0,0
"[['(พื้นที่ - NOUN)', '(ชาย - NOUN)', '(หาด - NOUN)', '(หลัก - NOUN)', '(ป่า - NOUN)', '(ตอง - NOUN)', '(ใกล้ - VERB)', '(กับ - ADP)', '(ถนน - NOUN)', '(บาง - ADV)', '(ลา - NOUN)', '(น้ำ - NOUN)', '(*ใส - NOUN)', '(และ - CCONJ)', '(ตื้น - ADJ)', '(สถานที่ - NOUN)', '(ท่องเที่ยว - VERB)', '(ทาง - NOUN)', '(น้ำ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(*แออัด - VERB)']]","{'(พื้นที่ - NOUN)': 1, '(ชาย - NOUN)': 1, '(หาด - NOUN)': 1, '(หลัก - NOUN)': 1, '(ป่า - NOUN)': 1, '(ตอง - NOUN)': 1, '(ถนน - NOUN)': 1, '(ลา - NOUN)': 1, '(น้ำ - NOUN)': 2, '(*ใส - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(ทาง - NOUN)': 1, '(ดี - NOUN)': 1}",13,14,"{'(ใกล้ - VERB)': 1, '(ท่องเที่ยว - VERB)': 1, '(*แออัด - VERB)': 1}",3,3,{'(ตื้น - ADJ)': 1},1,1,{'(บาง - ADV)': 1},1,1
"[['(หนึ่ง - NUM)', '(ใน - ADP)', '(ชาย - NOUN)', '(หาด - NOUN)', '(ที่ - SCONJ)', '(ได้ - AUX)', '(รับ - VERB)', '(ความ - NOUN)', '(นิยม - VERB)', '(มาก - ADV)', '(ที่สุด - ADV)', '(ใน - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - PROPN)']]","{'(ชาย - NOUN)': 1, '(หาด - NOUN)': 1, '(ความ - NOUN)': 1, '(จังหวัด - NOUN)': 1}",4,4,"{'(รับ - VERB)': 1, '(นิยม - VERB)': 1}",2,2,{},0,0,"{'(มาก - ADV)': 1, '(ที่สุด - ADV)': 1}",2,2
"[['(ชาย - NOUN)', '(หาด - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(แต่ - CCONJ)', '(คลื่น - NOUN)', '(ป่า - NOUN)']]","{'(ชาย - NOUN)': 1, '(หาด - NOUN)': 1, '(คลื่น - NOUN)': 1, '(ป่า - NOUN)': 1}",4,4,{},0,0,{'(สวยงาม - ADJ)': 1},1,1,{},0,0
"[['(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ที่ - SCONJ)', '(น่า - AUX)', '(ตื่นตาตื่นใจ - VERB)']]","{'(สถานที่ - NOUN)': 1, '(สวยงาม - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1}",3,3,"{'(ตก - VERB)': 1, '(ตื่นตาตื่นใจ - VERB)': 1}",2,2,{},0,0,{},0,0
"[['(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(เลวร้าย - VERB)', '(ที่สุด - ADV)', '(ใน - ADP)', '(ประเทศ - NOUN)', '(ไทย - PROPN)', '(แออัด - NOUN)', '(เกิน - VERB)', '(ไป - VERB)', '(มี - VERB)', '(กลิ่น - NOUN)', '(*ดี - NOUN)', '(จริง - ADJ)', '(ๆ - PUNCT)'], ['(คน - NOUN)', '(น่า - AUX)', '(เกลียด - VERB)', '(และ - CCONJ)', '(มี - VERB)', '(เสียง - NOUN)', '(ดัง - ADP)', '(สุด - ADJ)', '(ๆ - PUNCT)'], ['(ฉัน - PRON)', '(*แนะนำ - VERB)', '(ให้ - SCONJ)', '(ไป - VERB)', '(ที่ - SCONJ)', '(นั่น - PRON)', '(ไม่ว่า - SCONJ)', '(ใน - ADP)', '(กรณี - NOUN)', '(ใด - DET)', '(ๆ - PUNCT)'], ['(ไป - VERB)', '(ที่ - SCONJ)', '(ชาย - NOUN)', '(หาด - NOUN)', '(อื่น - DET)', '(แทน - VERB)', '(เช่น - PART)', '(หาด - NOUN)', '(คา - NOUN)', '(รอน - NOUN)']]","{'(สถานที่ - NOUN)': 1, '(ประเทศ - NOUN)': 1, '(แออัด - NOUN)': 1, '(กลิ่น - NOUN)': 1, '(*ดี - NOUN)': 1, '(คน - NOUN)': 1, '(เสียง - NOUN)': 1, '(กรณี - NOUN)': 1, '(ชาย - NOUN)': 1, '(หาด - NOUN)': 2, '(คา - NOUN)': 1, '(รอน - NOUN)': 1}",12,13,"{'(เลวร้าย - VERB)': 1, '(เกิน - VERB)': 1, '(ไป - VERB)': 3, '(มี - VERB)': 2, '(เกลียด - VERB)': 1, '(*แนะนำ - VERB)': 1, '(แทน - VERB)': 1}",7,10,"{'(จริง - ADJ)': 1, '(สุด - ADJ)': 1}",2,2,{'(ที่สุด - ADV)': 1},1,1
"[['(ฉัน - PRON)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(สถานที่ - NOUN)', '(นี้ - DET)', '(เมื่อ - SCONJ)', '(เดือน - NOUN)', '(ที่ - SCONJ)', '(แล้ว - CCONJ)', '(ที่ - SCONJ)', '(นี่ - PRON)', '(มี - VERB)', '(ชื่อเสียง - NOUN)', '(มาก - ADV)', '(และ - CCONJ)', '(เป็น - VERB)', '(ชาย - NOUN)', '(หาด - NOUN)', '(ที่ - SCONJ)', '(แออัด - VERB)', '(มาก - ADV)', '(ใน - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - PROPN)', '(มี - VERB)', '(กิจกรรม - NOUN)', '(มากมาย - ADJ)', '(เช่น - PART)', '(พารา - NOUN)', '(ร่อน - NOUN)', '(และ - CCONJ)', '(ขี่ - NOUN)', '(เรือ - NOUN)', '(หาก - SCONJ)', '(คุณ - NOUN)', '(ต้องการ - VERB)', '(สนุก - NOUN)', '(กับ - ADP)', '(การ - NOUN)', '(ว่าย - NOUN)', '(น้ำ - NOUN)', '(คุณ - NOUN)', '(จะ - AUX)', '(ได้ - AUX)', '(รับ - VERB)', '(พื้นที่ - NOUN)', '(ที่ - SCONJ)', '(ทำ - VERB)', '(เครื่องหมาย - NOUN)', '(ด้วย - ADP)', '(เชือก - NOUN)', '(นอก - ADP)', '(พื้นที่ - NOUN)', '(นั้น - DET)', '(*สามารถ - AUX)', '(ว่าย - NOUN)', '(น้ำ - NOUN)', '(ได้ - AUX)', '(หาก - SCONJ)', '(คุณ - NOUN)', '(ต้องการ - VERB)', '(เพลิดเพลิน - NOUN)', '(ไป - VERB)', '(กับ - ADP)', '(แสง - NOUN)', '(ของ - ADP)', '(ดวง - NOUN)', '(อาทิตย์ - NOUN)', '(นั่น - PRON)', '(ก็ - SCONJ)', '(เป็น - VERB)', '(ปัญหา - NOUN)', '(คุณ - NOUN)', '(จะ - AUX)', '(*ได้ - AUX)', '(ที่ - SCONJ)', '(นั่ง - VERB)', '(หรือ - CCONJ)', '(สถานที่ - NOUN)', '(พักผ่อน - VERB)', '(ร้าน - NOUN)', '(ค้า - VERB)', '(ที่ - SCONJ)', '(อยู่ - VERB)', '(ข้าง - NOUN)', '(ชาย - NOUN)', '(หาด - NOUN)', '(นั้น - DET)', '(มี - VERB)', '(การ - NOUN)', '(พูด - VERB)', '(เกิน - VERB)', '(จริง - ADV)', '(น้ำ - NOUN)', '(มะพร้าว - NOUN)', '(หนึ่ง - NUM)', '(ลูก - NOUN)', '(จะ - AUX)', '(เสีย - VERB)', '(ค่า - NOUN)', '(ใช้จ่าย - VERB)', '(ห้า - NUM)', '(สิบ - NUM)', '(บาท - NOUN)', '(โปรด - NOUN)', '(ทำ - VERB)', '(วิจัย - VERB)', '(ก่อน - ADP)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ถึง - ADP)', '(สถานที่ - NOUN)', '(นี้ - DET)', '(ฉัน - PRON)', '(นำ - VERB)', '(ฟลุต - NOUN)', '(จาก - ADP)', '(ที่ - SCONJ)', '(นี่ - PRON)', '(ประสบการณ์ - NOUN)', '(โดย - SCONJ)', '(รวม - VERB)', '(ดี - NOUN)', '(มาก - ADV)', '(ความ - NOUN)', '(งาม - VERB)', '(อัน - SCONJ)', '(งดงาม - NOUN)', '(และ - CCONJ)', '(พฤติกรรม - NOUN)', '(ของ - ADP)', '(ผู้คน - NOUN)', '(ที่ - SCONJ)', '(โดดเด่น - NOUN)', '(ฉัน - PRON)', '(รัก - VERB)', '(สถานที่ - NOUN)', '(แห่ง - NOUN)', '(นี้ - DET)', '(', '.', ' - NOUN)', '(โปรด - ADJ)', '(นำ - VERB)', '(โรง - NOUN)', '(แรม - NOUN)', '(ไป - VERB)', '(ติด - VERB)', '(กับ - ADP)', '(ชาย - NOUN)', '(หาด - NOUN)', '(นี้ - DET)', '(และ - CCONJ)', '(คุณ - NOUN)', '(จะ - AUX)', '(สามารถ - AUX)', '(เพลิดเพลิน - NOUN)', '(ไป - VERB)', '(กับ - ADP)', '(สภาพ - NOUN)', '(แวดล้อม - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - NOUN)', '(ใน - ADP)', '(ตอน - NOUN)', '(กลาง - NOUN)', '(คืน - NOUN)', '(ถนน - NOUN)', '(บาง - ADV)', '(ลา - NOUN)', '(อยู่ - VERB)', '(ตรงข้าม - NOUN)', '(กับ - ADP)', '(ชาย - NOUN)', '(หาด - NOUN)', '(นี้ - DET)', '(ร้าน - NOUN)', '(อาหาร - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(มาก - ADV)', '(อยู่ - VERB)', '(ใกล้ - VERB)', '(กับ - ADP)', '(ชาย - NOUN)', '(หาด - NOUN)', '(นี้ - DET)', '(คุณ - NOUN)', '(สามารถ - AUX)', '(เดิน - VERB)', '(ตอน - NOUN)', '(กลาง - NOUN)', '(คืน - NOUN)', '(ริม - NOUN)', '(ทะเล - NOUN)', '(และ - CCONJ)', '(เพลิดเพลิน - NOUN)', '(กับ - ADP)', '(การ - NOUN)', '(แสดง - VERB)', '(ขอบคุณ - NOUN)']]","{'(เยี่ยม - NOUN)': 1, '(ชม - NOUN)': 1, '(สถานที่ - NOUN)': 4, '(เดือน - NOUN)': 1, '(ชื่อเสียง - NOUN)': 1, '(ชาย - NOUN)': 5, '(หาด - NOUN)': 5, '(จังหวัด - NOUN)': 1, '(กิจกรรม - NOUN)': 1, '(พารา - NOUN)': 1, '(ร่อน - NOUN)': 1, '(ขี่ - NOUN)': 1, '(เรือ - NOUN)': 1, '(คุณ - NOUN)': 6, '(สนุก - NOUN)': 1, '(การ - NOUN)': 3, '(ว่าย - NOUN)': 2, '(น้ำ - NOUN)': 3, '(พื้นที่ - NOUN)': 2, '(เครื่องหมาย - NOUN)': 1, '(เชือก - NOUN)': 1, '(เพลิดเพลิน - NOUN)': 3, '(แสง - NOUN)': 1, '(ดวง - NOUN)': 1, '(อาทิตย์ - NOUN)': 1, '(ปัญหา - NOUN)': 1, '(ร้าน - NOUN)': 2, '(ข้าง - NOUN)': 1, '(มะพร้าว - NOUN)': 1, '(ลูก - NOUN)': 1, '(ค่า - NOUN)': 1, '(บาท - NOUN)': 1, '(โปรด - NOUN)': 1, '(ฟลุต - NOUN)': 1, '(ประสบการณ์ - NOUN)': 1, '(ดี - NOUN)': 2, '(ความ - NOUN)': 1, '(งดงาม - NOUN)': 1, '(พฤติกรรม - NOUN)': 1, '(ผู้คน - NOUN)': 1, '(โดดเด่น - NOUN)': 1, '(แห่ง - NOUN)': 1, ' - NOUN)': 1, '(โรง - NOUN)': 1, '(แรม - NOUN)': 1, '(สภาพ - NOUN)': 1, '(แวดล้อม - NOUN)': 1, '(สวยงาม - NOUN)': 1, '(ตอน - NOUN)': 2, '(กลาง - NOUN)': 2, '(คืน - NOUN)': 2, '(ถนน - NOUN)': 1, '(ลา - NOUN)': 1, '(ตรงข้าม - NOUN)': 1, '(อาหาร - NOUN)': 1, '(ริม - NOUN)': 1, '(ทะเล - NOUN)': 1, '(ขอบคุณ - NOUN)': 1}",58,87,"{'(มี - VERB)': 3, '(เป็น - VERB)': 2, '(แออัด - VERB)': 1, '(ต้องการ - VERB)': 2, '(รับ - VERB)': 1, '(ทำ - VERB)': 2, '(ไป - VERB)': 3, '(นั่ง - VERB)': 1, '(พักผ่อน - VERB)': 1, '(ค้า - VERB)': 1, '(อยู่ - VERB)': 3, '(พูด - VERB)': 1, '(เกิน - VERB)': 1, '(เสีย - VERB)': 1, '(ใช้จ่าย - VERB)': 1, '(วิจัย - VERB)': 1, '(นำ - VERB)': 2, '(รวม - VERB)': 1, '(งาม - VERB)': 1, '(รัก - VERB)': 1, '(ติด - VERB)': 1, '(ใกล้ - VERB)': 1, '(เดิน - VERB)': 1, '(แสดง - VERB)': 1}",24,34,"{'(มากมาย - ADJ)': 1, '(โปรด - ADJ)': 1}",2,2,"{'(มาก - ADV)': 4, '(จริง - ADV)': 1, '(บาง - ADV)': 1}",3,6
"[['(ชาย - NOUN)', '(หาด - NOUN)', '(ที่ - SCONJ)', '(แออัด - NOUN)', '(ไป - VERB)', '(หน่อย - NOUN)', '(แต่ - CCONJ)', '(สะอาด - ADJ)', '(กว่า - ADP)', '(ที่ - SCONJ)', '(คิด - VERB)', '(ไว้ - ADV)', '(มาก - ADV)']]","{'(ชาย - NOUN)': 1, '(หาด - NOUN)': 1, '(แออัด - NOUN)': 1, '(หน่อย - NOUN)': 1}",4,4,"{'(ไป - VERB)': 1, '(คิด - VERB)': 1}",2,2,{'(สะอาด - ADJ)': 1},1,1,"{'(ไว้ - ADV)': 1, '(มาก - ADV)': 1}",2,2
"[['(บาร์ - NOUN)', '(ปาร์ตี้ - NOUN)', '(และ - CCONJ)', '(สถาน - NOUN)', '(บันเทิง - NOUN)']]","{'(บาร์ - NOUN)': 1, '(ปาร์ตี้ - NOUN)': 1, '(สถาน - NOUN)': 1, '(บันเทิง - NOUN)': 1}",4,4,{},0,0,{},0,0,{},0,0
