ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
 , , , , , , , , , , , , , ,(หนาแน่น - NOUN),1, , , , , , , , , , , , , , ,(อาศัยอยู่ - VERB),1, , 
 , , , , , , , , , , , , , ,(อาหาร - NOUN),1, , , , , , , , , , , , , , ,(*ประทับใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(ดังนั้น - NOUN),1, , , , , , , , , , , , , , ,(ที่มา - VERB),1, , 
 , , , , , , , , , , , , , ,(หัว - NOUN),1, , , , , , , , , , , , , , ,(ริ - VERB),1, , 
 , , , , , , , , , , , , , ,(หิน - NOUN),1, , , , , , , , , , , , , , ,(เวีย - VERB),1, , 
 , , , , , , , , , , , , , ,(พัทยา - NOUN),1, , , , , , , , , , , , , , ,(ยา - VERB),1, , 
 , , , , , , , , , , , , , ,(เกาะ - NOUN),1, , , , , , , , , , , , , , ,(แทน - VERB),1, , 
 , , , , , , , , , , , , , ,(ช้าง - NOUN),1, , , , , , , , , , , , , , ,(เดินทอดน่อง - VERB),1, , 
 , , , , , , , , , , , , , ,(ชื่อ - NOUN),1, , , , , , , , , , , , , , ,(รอบๆ - VERB),1, , 
 , , , , , , , , , , , , , ,(ตง - NOUN),1, , , , , , , , , , , , , , ,(ดูเหมือน - VERB),1, , 
 , , , , , , , , , , , , , ,(ต่างชาติ - NOUN),1, , , , , , , , , , , , , , ,(ฉีก - VERB),1, , 
 , , , , , , , , , , , , , ,(บันทึกการเดินทาง - NOUN),1, , , , , , , , , , , , , , ,(แตก - VERB),1, , 
 , , , , , , , , , , , , , ,(ยา - NOUN),1, , , , , , , , , , , , , , ,(ดู - VERB),1, , 
 , , , , , , , , , , , , , ,(ร่า - NOUN),1, , , , , , , , , , , , , , ,(หมด - VERB),1, , 
 , , , , , , , , , , , , , ,(กลิ่น - NOUN),1, , , , , , , , , , , , , , ,(ทิ้ง - VERB),1, , 
 , , , , , , , , , , , , , ,(เหม็น - NOUN),1, , , , , , , , , , , , , , ,(คาดหวัง - VERB),1, , 
 , , , , , , , , , , , , , ,(นักธุรกิจ - NOUN),1, , , , , , , , , , , , , , ,(นอน - VERB),1, , 
 , , , , , , , , , , , , , ,(สถานที่ท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , ,(ลูกชาย - VERB),1, , 
 , , , , , , , , , , , , , ,(มอง - NOUN),1, , , , , , , , , , , , , , ,(ไป - VERB),1, , 
 , , , , , , , , , , , , , ,(ร่มชูชีพ - NOUN),1, , , , , , , , , , , , , , ,(ชอบ - VERB),1, , 
 , , , , , , , , , , , , , ,(หลังจาก - NOUN),1, , , , , , , , , , , , , , ,(เดินผ่าน - VERB),1, , 
 , , , , , , , , , , , , , ,(เวลา - NOUN),1, , , , , , , , , , , , , , ,(ส่งเสริม - VERB),1, , 
 , , , , , , , , , , , , , ,(ออกอากาศ - NOUN),1, , , , , , , , , , , , , , ,(กระโดดร่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(น่าขยะแขยง - NOUN),1, , , , , , , , , , , , , , ,(ค่อนข้าง - VERB),1, , 
 , , , , , , , , , , , , , ,(นาที - NOUN),1, , , , , , , , , , , , , , ,(ปฏิเสธ - VERB),1, , 
 , , , , , , , , , , , , , ,(วินาที - NOUN),1, , , , , , , , , , , , , , ,(*สนใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(อย่างเช่น - NOUN),1, , , , , , , , , , , , , , ,(*หยุดยั้ง - VERB),1, , 
 , , , , , , , , , , , , , ,(บาท - NOUN),1, , , , , , , , , , , , , , ,(หยาบคาย - VERB),1, , 
 , , , , , , , , , , , , , ,(จำนวน - NOUN),1, , , , , , , , , , , , , , ,(ให้ - VERB),1, , 
 , , , , , , , , , , , , , ,(ขยะ - NOUN),1, , , , , , , , , , , , , , ,(พยายาม - VERB),1, , 
 , , , , , , , , , , , , , ,(ที่ - NOUN),1, , , , , , , , , , , , , , ,(วันหยุด - VERB),1, , 
 , , , , , , , , , , , , , ,(บริเวณ - NOUN),1, , , , , , , , , , , , , , ,(ถูก - VERB),1, , 
 , , , , , , , , , , , , , ,(สระว่ายน้ำ - NOUN),1, , , , , , , , , , , , , , ,(ทำลาย - VERB),1, , 
 , , , , , , , , , , , , , ,(เสียง - NOUN),1, , , , , , , , , , , , , , ,(อาจ - VERB),1, , 
 , , , , , , , , , , , , , ,(บนสวรรค์ - NOUN),1, , , , , , , , , , , , , , ,(รู้สึก - VERB),1, , 
 , , , , , , , , , , , , , ,(สา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(อายุ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขวบ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ลูกชาย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขณะที่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(คุณ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชาวบ้าน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(jetski - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เร่งเร้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พวกเขา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สุภาพ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ในขณะที่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พึมพำ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ทำได้ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(มิฉะนั้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ทัศนคติ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(sh * t - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ร่างกาย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ร่ม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พื้นที่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เกลียด - NOUN),1, , , , , , , , , , , , , , , , , , 
