ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
(เงียบสงบ - ADJ),2,(บน - ADP),7,(เยี่ยม - ADV),3, , , , ,(นอกจากนี้ - DET),1, , ,(สิ่ง - NOUN),9,(หก - NUM),1,(แล้ว - PART),2,(นี้ - PRON),2,(อย่า - PROPN),1, , , , , , ,(ไป - VERB),11, , 
(แน่นอน - ADJ),2,(ถึง - ADP),6,(ด้วย - ADV),3, , , , ,(ทั้ง - DET),1, , ,(คุณ - NOUN),7,(2 - NUM),1,(*เคย - PART),2,(พวกเขา - PRON),1,(โง่ - PROPN),1, , , , , , ,(ใช้ - VERB),10, , 
(สวย - ADJ),2,(เพราะ - ADP),6,(กว่า - ADV),3, , , , ,(ทางเข้า - DET),1, , ,(พื้นที่ - NOUN),7,(ห้า - NUM),1,(ไม่ได้ - PART),2,(อะไร - PRON),1,(เช่นเดียวกับ - PROPN),1, , , , , , ,(ดู - VERB),9, , 
(สมเหตุสมผล - ADJ),2,(แห่ง - ADP),5,(ยัง - ADV),3, , , , ,(ที่นี่ - DET),1, , ,(พรหม - NOUN),7, , ,(หันหลัง - PART),1,(น่าทึ่ง - PRON),1,(จีน - PROPN),1, , , , , , ,(วิว - VERB),9, , 
(พิเศษ - ADJ),1,(ใกล้ - ADP),4,(เล็กน้อย - ADV),2, , , , ,(หลังจากนั้น - DET),1, , ,(เทพ - NOUN),7, , ,(*ไป - PART),1,(นั่น - PRON),1,(เสีย - PROPN),1, , , , , , ,(ได้ - VERB),8, , 
(โชคดี - ADJ),1,(ด้วย - ADP),4,(สุด - ADV),2, , , , ,(นี่ - DET),1, , ,(ช่วง - NOUN),6, , , , ,(ที่นั่น - PRON),1,(บ้า - PROPN),1, , , , , , ,(แนะนำ - VERB),6, , 
(โปรด - ADJ),1,(ทาง - ADP),4,(เพียง - ADV),2, , , , ,(ดังนั้น - DET),1, , ,(นาที - NOUN),6, , , , ,(ที่ - PRON),1,(วิว - PROPN),1, , , , , , ,(เดินทาง - VERB),5, , 
(ดังนั้น - ADJ),1,(โดย - ADP),4,(ขึ้น - ADV),2, , , , ,(แทนที่จะ - DET),1, , ,(ทิวทัศน์ - NOUN),6, , , , ,(ใจกลางเมือง - PRON),1,(เด็กๆ - PROPN),1, , , , , , ,(หยุด - VERB),5, , 
(รูป - ADJ),1,(เมื่อ - ADP),4,(ใกล้เคียง - ADV),2, , , , , , , , ,(สวย - NOUN),5, , , , , , ,(โรแมนติก - PROPN),1, , , , , , ,(ทำ - VERB),5, , 
(ลับ - ADJ),1,(ตาม - ADP),3,(ส่วนใหญ่ - ADV),1, , , , , , , , ,(เกาะ - NOUN),5, , , , , , ,(ฟี่ - PROPN),1, , , , , , ,(เข้า - VERB),5, , 
(โดยตรง - ADJ),1,(รอบ - ADP),3,(อีก - ADV),1, , , , , , , , ,(หาด - NOUN),5, , , , , , ,(ลึกซึ้ง - PROPN),1, , , , , , ,(เงียบสงบ - VERB),5, , 
(โรแมนติก - ADJ),1,(ยัง - ADP),3,(เกือบ - ADV),1, , , , , , , , ,(จังหวัด - NOUN),5, , , , , , ,(ที่จอดรถ - PROPN),1, , , , , , ,(เยี่ยม - VERB),5, , 
(เกิน - ADJ),1,(ก่อน - ADP),3,(ข้างหน้า - ADV),1, , , , , , , , ,(ช่วงเวลา - NOUN),5, , , , , , ,(ด้านบน - PROPN),1, , , , , , ,(ยอดเยี่ยม - VERB),4, , 
(ยุ่งยาก - ADJ),1,(หาก - ADP),2,( ats - ADV),1, , , , , , , , ,(ฝูงชน - NOUN),5, , , , , , ,(เต้นรำ - PROPN),1, , , , , , ,(แออัด - VERB),4, , 
(ร้ายแรง - ADJ),1,(เกี่ยวกับ - ADP),2,(*จำเป็น - ADV),1, , , , , , , , ,(แหลม - NOUN),5, , , , , , ,(จริงๆ - PROPN),1, , , , , , ,(น่าตื่นตาตื่นใจ - VERB),4, , 
(ความสุข - ADJ),1,(หลัง - ADP),2,(เลย - ADV),1, , , , , , , , ,(นักท่องเที่ยว - NOUN),5, , , , , , ,(ดังนั้น - PROPN),1, , , , , , ,(*ควร - VERB),4, , 
(อื่นๆ - ADJ),1,(แม้ - ADP),2,(ยอดเยี่ยม - ADV),1, , , , , , , , ,(ราคา - NOUN),5, , , , , , ,(อมป์ - PROPN),1, , , , , , ,(สวยงาม - VERB),4, , 
(ด้านนอก - ADJ),1,(จน - ADP),2,(เร็ว - ADV),1, , , , , , , , ,(ช้าง - NOUN),4, , , , , , ,(คุณ - PROPN),1, , , , , , ,(ทำให้ - VERB),4, , 
(หลัก - ADJ),1,(*แม้แต่ - ADP),1,(ถึง - ADV),1, , , , , , , , ,(หาน - NOUN),4, , , , , , ,(โปรด - PROPN),1, , , , , , ,(เลือก - VERB),4, , 
(ฉลาด - ADJ),1,(นอก - ADP),1,(เช่นกัน - ADV),1, , , , , , , , ,(ป่า - NOUN),4, , , , , , ,(google - PROPN),1, , , , , , ,(น่ารัก - VERB),3, , 
(เพียงแค่ - ADJ),1,(เที่ยวชม - ADP),1,(เพลิดเพลิน - ADV),1, , , , , , , , ,(ตอง - NOUN),4, , , , , , ,(เกี่ยวกับ - PROPN),1, , , , , , ,(มา - VERB),3, , 
(สั้น - ADJ),1,(ซึ่ง - ADP),1,(*ไกล - ADV),1, , , , , , , , ,(บรรยากาศ - NOUN),4, , , , , , ,(วิ่ง - PROPN),1, , , , , , ,(ที่นั่น - VERB),3, , 
(โดยเฉพาะ - ADJ),1,(กว่า - ADP),1,(พิสูจน์ - ADV),1, , , , , , , , ,(จำนวน - NOUN),4, , , , , , ,(บอง - PROPN),1, , , , , , ,(มอง - VERB),3, , 
(ชัดเจน - ADJ),1,(ตลอด - ADP),1,(แน่นอน - ADV),1, , , , , , , , ,(ถ่ายภาพ - NOUN),4, , , , , , ,(วันหยุด - PROPN),1, , , , , , ,(ได้รับ - VERB),3, , 
(เดียวกัน - ADJ),1,(ดื่ม - ADP),1,(ยานพาหนะ - ADV),1, , , , , , , , ,(ร้อย - NOUN),4, , , , , , ,(จบ - PROPN),1, , , , , , ,(ชอบ - VERB),3, , 
(เหมาะสม - ADJ),1,(ระหว่าง - ADP),1,(กล้วย - ADV),1, , , , , , , , ,(วัน - NOUN),4, , , , , , ,(ฟรี - PROPN),1, , , , , , ,(เกินไป - VERB),3, , 
(ทั่ว - ADJ),1,(เรียกว่า - ADP),1,(ยี่ - ADV),1, , , , , , , , ,(ด้านบน - NOUN),3, , , , , , ,(ทัวร์ - PROPN),1, , , , , , ,(*สามารถ - VERB),3, , 
(ส่วนตัว - ADJ),1,(แม้กระทั่ง - ADP),1,(ง่าย - ADV),1, , , , , , , , ,(ขอบฟ้า - NOUN),3, , , , , , ,(เครื่องดื่ม - PROPN),1, , , , , , ,(สวม - VERB),3, , 
(เย็น - ADJ),1,(ในขณะที่ - ADP),1,(พอ - ADV),1, , , , , , , , ,(ขับรถ - NOUN),3, , , , , , , , , , , , , , ,(ค่อนข้าง - VERB),3, , 
(อาหารเย็น - ADJ),1,(ใต้ - ADP),1,(สถานที่ท่องเที่ยว - ADV),1, , , , , , , , ,(ครั้ง - NOUN),3, , , , , , , , , , , , , , ,(*มี - VERB),3, , 
(สำคัญ - ADJ),1, , ,(ล่วงหน้า - ADV),1, , , , , , , , ,(น้ำ - NOUN),3, , , , , , , , , , , , , , ,(หา - VERB),3, , 
(โอเค - ADJ),1, , ,(หน่อย - ADV),1, , , , , , , , ,(ประเทศ - NOUN),3, , , , , , , , , , , , , , ,(ต้องการ - VERB),3, , 
(เหมาะ - ADJ),1, , ,(แม้ว่า - ADV),1, , , , , , , , ,(หน้าผา - NOUN),3, , , , , , , , , , , , , , ,(น่าทึ่ง - VERB),3, , 
(สุด - ADJ),1, , ,(ตอนเช้า - ADV),1, , , , , , , , ,(ธรรมชาติ - NOUN),3, , , , , , , , , , , , , , ,(เช่า - VERB),3, , 
(ซ่อนตัว - ADJ),1, , ,(ไม่ค่อย - ADV),1, , , , , , , , ,(ที่จอดรถ - NOUN),3, , , , , , , , , , , , , , ,(เห็น - VERB),3, , 
(เดียว - ADJ),1, , ,(*นาน - ADV),1, , , , , , , , ,(ดวงอาทิตย์ - NOUN),3, , , , , , , , , , , , , , ,(พบ - VERB),3, , 
(อาหารว่าง - ADJ),1, , ,(ตลอด - ADV),1, , , , , , , , ,(พา - NOUN),3, , , , , , , , , , , , , , ,(พัก - VERB),2, , 
(บ้า - ADJ),1, , ,(ก่อน - ADV),1, , , , , , , , ,(ชั่วโมง - NOUN),3, , , , , , , , , , , , , , ,(คุ้มค่า - VERB),2, , 
 , , , ,(*แออัด - ADV),1, , , , , , , , ,(ทะเล - NOUN),3, , , , , , , , , , , , , , ,(ผ่าน - VERB),2, , 
 , , , ,(ตะ - ADV),1, , , , , , , , ,(พลาด - NOUN),3, , , , , , , , , , , , , , ,(คิด - VERB),2, , 
 , , , ,(*มาก - ADV),1, , , , , , , , ,(รา - NOUN),3, , , , , , , , , , , , , , ,(สัมผัส - VERB),2, , 
 , , , ,(ด้านบน - ADV),1, , , , , , , , ,(อาหารทะเล - NOUN),3, , , , , , , , , , , , , , ,(*แออัด - VERB),2, , 
 , , , ,(มัก - ADV),1, , , , , , , , ,(เยี่ยม - NOUN),3, , , , , , , , , , , , , , ,(อาจ - VERB),2, , 
 , , , ,(ไกล - ADV),1, , , , , , , , ,(โรงแรม - NOUN),3, , , , , , , , , , , , , , ,(ระวัง - VERB),2, , 
 , , , , , , , , , , , , , ,(บริเวณ - NOUN),3, , , , , , , , , , , , , , ,(พลาด - VERB),2, , 
 , , , , , , , , , , , , , ,(ประสบการณ์ - NOUN),3, , , , , , , , , , , , , , ,(กังหันลม - VERB),2, , 
 , , , , , , , , , , , , , ,(กลุ่ม - NOUN),3, , , , , , , , , , , , , , ,(ขับ - VERB),2, , 
 , , , , , , , , , , , , , ,(ภาพถ่าย - NOUN),3, , , , , , , , , , , , , , ,(พร้อม - VERB),2, , 
 , , , , , , , , , , , , , ,(วันที่ - NOUN),2, , , , , , , , , , , , , , ,(เนื่องจาก - VERB),2, , 
 , , , , , , , , , , , , , ,(อากาศ - NOUN),2, , , , , , , , , , , , , , ,(ตั้ง - VERB),2, , 
 , , , , , , , , , , , , , ,(ศาลเจ้า - NOUN),2, , , , , , , , , , , , , , ,(เที่ยว - VERB),2, , 
 , , , , , , , , , , , , , ,(ด้าน - NOUN),2, , , , , , , , , , , , , , ,(รา - VERB),2, , 
 , , , , , , , , , , , , , ,(วัด - NOUN),2, , , , , , , , , , , , , , ,(สำรวจ - VERB),2, , 
 , , , , , , , , , , , , , ,(อย่าง - NOUN),2, , , , , , , , , , , , , , ,(มองเห็น - VERB),2, , 
 , , , , , , , , , , , , , ,(ภาพ - NOUN),2, , , , , , , , , , , , , , ,(รอบๆ - VERB),2, , 
 , , , , , , , , , , , , , ,(รองเท้า - NOUN),2, , , , , , , , , , , , , , ,(สวย - VERB),2, , 
 , , , , , , , , , , , , , ,(พวกเขา - NOUN),2, , , , , , , , , , , , , , ,(ผ่อนคลาย - VERB),2, , 
 , , , , , , , , , , , , , ,(รองเท้ากีฬา - NOUN),2, , , , , , , , , , , , , , ,(ลิ้มรส - VERB),2, , 
 , , , , , , , , , , , , , ,(อื่นๆ - NOUN),2, , , , , , , , , , , , , , ,(อยาก - VERB),2, , 
 , , , , , , , , , , , , , ,(ความ - NOUN),2, , , , , , , , , , , , , , ,(ควร - VERB),2, , 
 , , , , , , , , , , , , , ,(ที่ - NOUN),2, , , , , , , , , , , , , , ,(กะ - VERB),2, , 
 , , , , , , , , , , , , , ,(ถนน - NOUN),2, , , , , , , , , , , , , , ,(ไฮไลท์ - VERB),1, , 
 , , , , , , , , , , , , , ,(ร้านกาแฟ - NOUN),2, , , , , , , , , , , , , , ,(*ทำให้ - VERB),1, , 
 , , , , , , , , , , , , , ,(คุ้มค่า - NOUN),2, , , , , , , , , , , , , , ,(คา - VERB),1, , 
 , , , , , , , , , , , , , ,(เมือง - NOUN),2, , , , , , , , , , , , , , ,(เก็บรักษา - VERB),1, , 
 , , , , , , , , , , , , , ,(ตลาด - NOUN),2, , , , , , , , , , , , , , ,(เพลิดเพลิน - VERB),1, , 
 , , , , , , , , , , , , , ,(ร้านอาหาร - NOUN),2, , , , , , , , , , , , , , ,(แสง - VERB),1, , 
 , , , , , , , , , , , , , ,(เรื่อง - NOUN),2, , , , , , , , , , , , , , ,(คาด - VERB),1, , 
 , , , , , , , , , , , , , ,(นัก - NOUN),2, , , , , , , , , , , , , , ,(หลายต่อหลาย - VERB),1, , 
 , , , , , , , , , , , , , ,(bhat - NOUN),2, , , , , , , , , , , , , , ,(เป็นบ้า - VERB),1, , 
 , , , , , , , , , , , , , ,(ตอนเย็น - NOUN),2, , , , , , , , , , , , , , ,(พยายาม - VERB),1, , 
 , , , , , , , , , , , , , ,(ท้องถิ่น - NOUN),2, , , , , , , , , , , , , , ,(หยาบ - VERB),1, , 
 , , , , , , , , , , , , , ,(บาท - NOUN),2, , , , , , , , , , , , , , ,(ด้อม - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้คน - NOUN),2, , , , , , , , , , , , , , ,(ลอง - VERB),1, , 
 , , , , , , , , , , , , , ,(วันสุดท้าย - NOUN),2, , , , , , , , , , , , , , ,(*ต้อง - VERB),1, , 
 , , , , , , , , , , , , , ,(ตอน - NOUN),2, , , , , , , , , , , , , , ,(สงสัย - VERB),1, , 
 , , , , , , , , , , , , , ,(สวดมนต์ - NOUN),2, , , , , , , , , , , , , , ,(บ้าคลั่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(เพื่อน - NOUN),2, , , , , , , , , , , , , , ,(ความคิด - VERB),1, , 
 , , , , , , , , , , , , , ,(โมง - NOUN),2, , , , , , , , , , , , , , ,(*สนใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(แจ่มใส - NOUN),1, , , , , , , , , , , , , , ,(คลิก - VERB),1, , 
 , , , , , , , , , , , , , ,(เหลือเชื่อ - NOUN),1, , , , , , , , , , , , , , ,(ดัง - VERB),1, , 
 , , , , , , , , , , , , , ,(ทันเวลา - NOUN),1, , , , , , , , , , , , , , ,(น่าจะ - VERB),1, , 
 , , , , , , , , , , , , , ,(ขี่ - NOUN),1, , , , , , , , , , , , , , ,(ซ่อน - VERB),1, , 
 , , , , , , , , , , , , , ,(มอเตอร์ไซค์ - NOUN),1, , , , , , , , , , , , , , ,(กระทบ - VERB),1, , 
 , , , , , , , , , , , , , ,(รอน - NOUN),1, , , , , , , , , , , , , , ,(ต้องหา - VERB),1, , 
 , , , , , , , , , , , , , ,(ธารา - NOUN),1, , , , , , , , , , , , , , ,(ถือ - VERB),1, , 
 , , , , , , , , , , , , , ,(ราม - NOUN),1, , , , , , , , , , , , , , ,(การท่องเที่ยว - VERB),1, , 
 , , , , , , , , , , , , , ,(จิตวิญญาณ - NOUN),1, , , , , , , , , , , , , , ,(แน่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ประเพณี - NOUN),1, , , , , , , , , , , , , , ,(ส่วนใหญ่ - VERB),1, , 
 , , , , , , , , , , , , , ,(พระสงฆ์ - NOUN),1, , , , , , , , , , , , , , ,(*แนะนำ - VERB),1, , 
 , , , , , , , , , , , , , ,(ปี - NOUN),1, , , , , , , , , , , , , , ,(*แตกสลาย - VERB),1, , 
 , , , , , , , , , , , , , ,(ที่ผ่านมา - NOUN),1, , , , , , , , , , , , , , ,(กระตุ้น - VERB),1, , 
 , , , , , , , , , , , , , ,(เช่นนี้ - NOUN),1, , , , , , , , , , , , , , ,(พิจารณา - VERB),1, , 
 , , , , , , , , , , , , , ,(ผจญภัย - NOUN),1, , , , , , , , , , , , , , ,(*เพียงพอ - VERB),1, , 
 , , , , , , , , , , , , , ,(สวม - NOUN),1, , , , , , , , , , , , , , ,(สร้าง - VERB),1, , 
 , , , , , , , , , , , , , ,(ปลอดภัย - NOUN),1, , , , , , , , , , , , , , ,(บวก - VERB),1, , 
 , , , , , , , , , , , , , ,(เงื่อนไข - NOUN),1, , , , , , , , , , , , , , ,(จ่าย - VERB),1, , 
 , , , , , , , , , , , , , ,(ทางการ - NOUN),1, , , , , , , , , , , , , , ,(ไม่ได้ - VERB),1, , 
 , , , , , , , , , , , , , ,(แพทย์ - NOUN),1, , , , , , , , , , , , , , ,(สงบ - VERB),1, , 
 , , , , , , , , , , , , , ,(ครีมกันแดด - NOUN),1, , , , , , , , , , , , , , ,(รวม - VERB),1, , 
 , , , , , , , , , , , , , ,(พายุ - NOUN),1, , , , , , , , , , , , , , ,(บอก - VERB),1, , 
 , , , , , , , , , , , , , ,(คลื่น - NOUN),1, , , , , , , , , , , , , , ,(เริ่มต้น - VERB),1, , 
 , , , , , , , , , , , , , ,(วิธี - NOUN),1, , , , , , , , , , , , , , ,(มุมมอง - VERB),1, , 
 , , , , , , , , , , , , , ,(ว่ายน้ำ - NOUN),1, , , , , , , , , , , , , , ,(เปิด - VERB),1, , 
 , , , , , , , , , , , , , ,(ทะเลอันดามัน - NOUN),1, , , , , , , , , , , , , , ,(ใกล้เคียง - VERB),1, , 
 , , , , , , , , , , , , , ,(เยอะ - NOUN),1, , , , , , , , , , , , , , ,(นุ้ย - VERB),1, , 
 , , , , , , , , , , , , , ,(overrated - NOUN),1, , , , , , , , , , , , , , ,(ยืน - VERB),1, , 
 , , , , , , , , , , , , , ,(เสียง - NOUN),1, , , , , , , , , , , , , , ,(เดินป่า - VERB),1, , 
 , , , , , , , , , , , , , ,(มูลค่า - NOUN),1, , , , , , , , , , , , , , ,(ระหว่างทาง - VERB),1, , 
 , , , , , , , , , , , , , ,(เหนือ - NOUN),1, , , , , , , , , , , , , , ,(สวมใส่ - VERB),1, , 
 , , , , , , , , , , , , , ,(ร่มเงา - NOUN),1, , , , , , , , , , , , , , ,(แหลม - VERB),1, , 
 , , , , , , , , , , , , , ,(สนุก - NOUN),1, , , , , , , , , , , , , , ,(ปลาย - VERB),1, , 
 , , , , , , , , , , , , , ,(วันหยุด - NOUN),1, , , , , , , , , , , , , , ,(ร้อนจัด - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้สูงอายุ - NOUN),1, , , , , , , , , , , , , , ,(ประหลาดใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(ภูมิทัศน์ - NOUN),1, , , , , , , , , , , , , , ,(ปลูก - VERB),1, , 
 , , , , , , , , , , , , , ,(โนรา - NOUN),1, , , , , , , , , , , , , , ,(ที่นี่ - VERB),1, , 
 , , , , , , , , , , , , , ,(จุดตรวจ - NOUN),1, , , , , , , , , , , , , , ,(รัก - VERB),1, , 
 , , , , , , , , , , , , , ,(เซล - NOUN),1, , , , , , , , , , , , , , ,(มองหา - VERB),1, , 
 , , , , , , , , , , , , , ,(แรงบันดาลใจ - NOUN),1, , , , , , , , , , , , , , ,(ตุ๊กตุ๊ก - VERB),1, , 
 , , , , , , , , , , , , , ,(อารมณ์ - NOUN),1, , , , , , , , , , , , , , ,(เช่นนี้ - VERB),1, , 
 , , , , , , , , , , , , , ,(เชิง - NOUN),1, , , , , , , , , , , , , , ,(เต้น - VERB),1, , 
 , , , , , , , , , , , , , ,(วางแผน - NOUN),1, , , , , , , , , , , , , , ,(กิจกรรม - VERB),1, , 
 , , , , , , , , , , , , , ,(ณ - NOUN),1, , , , , , , , , , , , , , ,(ขาย - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้อ - NOUN),1, , , , , , , , , , , , , , ,(*ไว้ใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(อย่า - NOUN),1, , , , , , , , , , , , , , ,(เสียค่าใช้จ่าย - VERB),1, , 
 , , , , , , , , , , , , , ,(กลางวัน - NOUN),1, , , , , , , , , , , , , , ,(เว้นแต่ - VERB),1, , 
 , , , , , , , , , , , , , ,(กรณี - NOUN),1, , , , , , , , , , , , , , ,(กระแทก - VERB),1, , 
 , , , , , , , , , , , , , ,(หนาแน่น - NOUN),1, , , , , , , , , , , , , , ,(ตัด - VERB),1, , 
 , , , , , , , , , , , , , ,(บีบ - NOUN),1, , , , , , , , , , , , , , ,(*รอ - VERB),1, , 
 , , , , , , , , , , , , , ,(ด้านหน้า - NOUN),1, , , , , , , , , , , , , , ,(จ้าง - VERB),1, , 
 , , , , , , , , , , , , , ,(สดชื่น - NOUN),1, , , , , , , , , , , , , , ,(คนขับ - VERB),1, , 
 , , , , , , , , , , , , , ,(ในขณะที่ - NOUN),1, , , , , , , , , , , , , , ,(วางแผน - VERB),1, , 
 , , , , , , , , , , , , , ,(ทาส - NOUN),1, , , , , , , , , , , , , , ,(นั่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(ชายหาด - NOUN),1, , , , , , , , , , , , , , ,(ออก - VERB),1, , 
 , , , , , , , , , , , , , ,(ยา - NOUN),1, , , , , , , , , , , , , , ,(เที่ยง - VERB),1, , 
 , , , , , , , , , , , , , ,(ร้านค้า - NOUN),1, , , , , , , , , , , , , , ,(ความสุข - VERB),1, , 
 , , , , , , , , , , , , , ,(มากมาย - NOUN),1, , , , , , , , , , , , , , ,(ค้นพบ - VERB),1, , 
 , , , , , , , , , , , , , ,(อนุสาวรีย์ - NOUN),1, , , , , , , , , , , , , , ,(แตกต่าง - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้หมวด - NOUN),1, , , , , , , , , , , , , , ,(ประทับใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(พุทธ - NOUN),1, , , , , , , , , , , , , , ,(ยอดนิยม - VERB),1, , 
 , , , , , , , , , , , , , ,(เส้นทาง - NOUN),1, , , , , , , , , , , , , , ,(บังคับ - VERB),1, , 
 , , , , , , , , , , , , , ,(โขดหิน - NOUN),1, , , , , , , , , , , , , , ,(ปริมาณ - VERB),1, , 
 , , , , , , , , , , , , , ,(อันตราย - NOUN),1, , , , , , , , , , , , , , ,(ครีมกันแดด - VERB),1, , 
 , , , , , , , , , , , , , ,(เจ็ด - NOUN),1, , , , , , , , , , , , , , ,(ป้องกัน - VERB),1, , 
 , , , , , , , , , , , , , ,(ตกดิน - NOUN),1, , , , , , , , , , , , , , ,(กันแดด - VERB),1, , 
 , , , , , , , , , , , , , ,(แปด - NOUN),1, , , , , , , , , , , , , , ,(ทิ้ง - VERB),1, , 
 , , , , , , , , , , , , , ,(ดวง - NOUN),1, , , , , , , , , , , , , , ,(ถ่ายรูป - VERB),1, , 
 , , , , , , , , , , , , , ,(ส่วนหนึ่ง - NOUN),1, , , , , , , , , , , , , , ,(เอา - VERB),1, , 
 , , , , , , , , , , , , , ,(จักรยาน - NOUN),1, , , , , , , , , , , , , , ,(จอด - VERB),1, , 
 , , , , , , , , , , , , , ,(แท็กซี่ - NOUN),1, , , , , , , , , , , , , , ,(ไต่ - VERB),1, , 
 , , , , , , , , , , , , , ,(ละเมิด - NOUN),1, , , , , , , , , , , , , , ,(ยอดเขา - VERB),1, , 
 , , , , , , , , , , , , , ,(หมู่เกาะ - NOUN),1, , , , , , , , , , , , , , ,(ใกล้ - VERB),1, , 
 , , , , , , , , , , , , , ,(สุดยอด - NOUN),1, , , , , , , , , , , , , , ,(นำ - VERB),1, , 
 , , , , , , , , , , , , , ,(รองเท้าแตะ - NOUN),1, , , , , , , , , , , , , , ,(ความรู้สึก - VERB),1, , 
 , , , , , , , , , , , , , ,(หลีกเลี่ยง - NOUN),1, , , , , , , , , , , , , , ,(โชคดี - VERB),1, , 
 , , , , , , , , , , , , , ,(ชั่วโมงเร่งด่วน - NOUN),1, , , , , , , , , , , , , , ,(นิยม - VERB),1, , 
 , , , , , , , , , , , , , ,(เนื่องจาก - NOUN),1, , , , , , , , , , , , , , ,(ครั้งแรก - VERB),1, , 
 , , , , , , , , , , , , , ,(ชาว - NOUN),1, , , , , , , , , , , , , , ,(เคย - VERB),1, , 
