ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
(อื่นๆ - ADJ),1,(จน - ADP),2,(ต่อไป - ADV),1, , , , , , , , ,(โรงแรม - NOUN),4, , , , , , ,(เจ็ทสกี - PROPN),1, , , , , , ,(แนะนำ - VERB),3, , 
(จริง - ADJ),1,(ถึง - ADP),2,(เพิ่ง - ADV),1, , , , , , , , ,(บริการ - NOUN),4, , , , , , ,(ไทย - PROPN),1, , , , , , ,(นิยม - VERB),3, , 
(เยอะ - ADJ),1,(ซึ่ง - ADP),2,(มัก - ADV),1, , , , , , , , ,(ที่นั่น - NOUN),4, , , , , , ,(ร้านค้า - PROPN),1, , , , , , ,(แออัด - VERB),3, , 
(เหมาะ - ADJ),1,(นอก - ADP),1,(ประมาณ - ADV),1, , , , , , , , ,(แออัด - NOUN),3, , , , , , ,(น้ำขึ้น - PROPN),1, , , , , , ,(อาจ - VERB),3, , 
(ใหญ่ - ADJ),1,(เพราะ - ADP),1,(เต็มไปด้วย - ADV),1, , , , , , , , ,(คลื่น - NOUN),3, , , , , , ,(เนื่องจาก - PROPN),1, , , , , , ,(เล่น - VERB),3, , 
(อาบน้ำ - ADJ),1,(เต็มไปด้วย - ADP),1,(เสมอ - ADV),1, , , , , , , , ,(สิ่ง - NOUN),3, , , , , , ,(วันหยุด - PROPN),1, , , , , , ,(กิน - VERB),3, , 
(เหมาะสม - ADJ),1,(ห้า - ADP),1,(ล่วงหน้า - ADV),1, , , , , , , , ,(ค่อนข้าง - NOUN),3, , , , , , ,(โดยเฉพาะอย่างยิ่ง - PROPN),1, , , , , , ,(ส่ง - VERB),3, , 
(ที่นี่ - ADJ),1,(แก่ - ADP),1,(สวย - ADV),1, , , , , , , , ,(ช่วง - NOUN),3, , , , , , ,(ดวงอาทิตย์ - PROPN),1, , , , , , ,(ตั้ง - VERB),3, , 
(ใช้งาน - ADJ),1,(ที่นี่ - ADP),1,(ช้อป - ADV),1, , , , , , , , ,(ตลาด - NOUN),3, , , , , , ,(โดนัท - PROPN),1, , , , , , ,(เกิด - VERB),3, , 
(หนัก - ADJ),1, , ,(ดังนั้น - ADV),1, , , , , , , , ,(ลา - NOUN),3, , , , , , ,(ฟรี - PROPN),1, , , , , , ,(สนุก - VERB),2, , 
(ยอดเยี่ยม - ADJ),1, , ,(ที่อื่น - ADV),1, , , , , , , , ,(พระอาทิตย์ - NOUN),3, , , , , , ,(ซื้อ - PROPN),1, , , , , , ,(สวย - VERB),2, , 
(แพง - ADJ),1, , ,(ชายหาด - ADV),1, , , , , , , , ,(พักผ่อน - NOUN),3, , , , , , ,(จริงๆ - PROPN),1, , , , , , ,(คาด - VERB),2, , 
(สมเหตุสมผล - ADJ),1, , ,(เพียง - ADV),1, , , , , , , , ,(ร้านอาหาร - NOUN),3, , , , , , ,(ที่นั่น - PROPN),1, , , , , , ,(ที่อยู่ - VERB),2, , 
(สูง - ADJ),1, , ,(เยี่ยมยอด - ADV),1, , , , , , , , ,(ร้อย - NOUN),3, , , , , , ,(โน - PROPN),1, , , , , , ,(คนใน - VERB),2, , 
(ส่วนตัว - ADJ),1, , ,(นาน - ADV),1, , , , , , , , ,(ตอง - NOUN),3, , , , , , ,(เทล - PROPN),1, , , , , , ,(คลื่น - VERB),2, , 
 , , , ,(ไม่ค่อย - ADV),1, , , , , , , , ,(ตัว - NOUN),3, , , , , , ,(. - PROPN),1, , , , , , ,(ตก - VERB),2, , 
 , , , ,(ขึ้น - ADV),1, , , , , , , , ,(รอบๆ - NOUN),3, , , , , , , , , , , , , , ,(ได้ - VERB),2, , 
 , , , , , , , , , , , , , ,(ชีวิตชีวา - NOUN),3, , , , , , , , , , , , , , ,(คิด - VERB),2, , 
 , , , , , , , , , , , , , ,(วัน - NOUN),3, , , , , , , , , , , , , , ,(ชม - VERB),2, , 
 , , , , , , , , , , , , , ,(สะอาด - NOUN),3, , , , , , , , , , , , , , ,(ต้อง - VERB),2, , 
 , , , , , , , , , , , , , ,(สวยงาม - NOUN),3, , , , , , , , , , , , , , ,(กำหนด - VERB),2, , 
 , , , , , , , , , , , , , ,(น้ำทะเล - NOUN),2, , , , , , , , , , , , , , ,(กล้วย - VERB),2, , 
 , , , , , , , , , , , , , ,(พวกเขา - NOUN),2, , , , , , , , , , , , , , ,(ทอด - VERB),2, , 
 , , , , , , , , , , , , , ,(ปัญหา - NOUN),2, , , , , , , , , , , , , , ,(ปิ้ง - VERB),2, , 
 , , , , , , , , , , , , , ,(เมือง - NOUN),2, , , , , , , , , , , , , , ,(ชายหาด - VERB),2, , 
 , , , , , , , , , , , , , ,(ชื่อเสียง - NOUN),2, , , , , , , , , , , , , , ,(ขาย - VERB),2, , 
 , , , , , , , , , , , , , ,(ร่อน - NOUN),2, , , , , , , , , , , , , , ,(กันแดด - VERB),2, , 
 , , , , , , , , , , , , , ,(เรือ - NOUN),2, , , , , , , , , , , , , , ,(สงบ - VERB),2, , 
 , , , , , , , , , , , , , ,(ร้านค้า - NOUN),2, , , , , , , , , , , , , , ,(สวยงาม - VERB),2, , 
 , , , , , , , , , , , , , ,(ข้าง - NOUN),2, , , , , , , , , , , , , , ,(เหมือน - VERB),2, , 
 , , , , , , , , , , , , , ,(น้ำมะพร้าว - NOUN),2, , , , , , , , , , , , , , ,(กะ - VERB),2, , 
 , , , , , , , , , , , , , ,(ลูก - NOUN),2, , , , , , , , , , , , , , ,(ยาม - VERB),2, , 
 , , , , , , , , , , , , , ,(เดือนธันวาคม - NOUN),2, , , , , , , , , , , , , , ,(ค่ำคืน - VERB),2, , 
 , , , , , , , , , , , , , ,(อากาศ - NOUN),2, , , , , , , , , , , , , , ,(ถูก - VERB),2, , 
 , , , , , , , , , , , , , ,(เช่น - NOUN),2, , , , , , , , , , , , , , ,(พยายาม - VERB),2, , 
 , , , , , , , , , , , , , ,(เงิน - NOUN),2, , , , , , , , , , , , , , ,(เห็น - VERB),2, , 
 , , , , , , , , , , , , , ,(ระยะทาง - NOUN),2, , , , , , , , , , , , , , ,(ผ่อนคลาย - VERB),2, , 
 , , , , , , , , , , , , , ,(ตัวเลือก - NOUN),2, , , , , , , , , , , , , , ,(*เห็น - VERB),1, , 
 , , , , , , , , , , , , , ,(ระยะ - NOUN),2, , , , , , , , , , , , , , ,(คุ้มค่า - VERB),1, , 
 , , , , , , , , , , , , , ,(จุด - NOUN),2, , , , , , , , , , , , , , ,(น่าอัศจรรย์ - VERB),1, , 
 , , , , , , , , , , , , , ,(แห่ง - NOUN),2, , , , , , , , , , , , , , ,(*ว่าง - VERB),1, , 
 , , , , , , , , , , , , , ,(รถ - NOUN),2, , , , , , , , , , , , , , ,(แยกแยะ - VERB),1, , 
 , , , , , , , , , , , , , ,(นาที - NOUN),2, , , , , , , , , , , , , , ,(ช้อป - VERB),1, , 
 , , , , , , , , , , , , , ,(ผ้าขนหนู - NOUN),2, , , , , , , , , , , , , , ,(ไม่ได้ - VERB),1, , 
 , , , , , , , , , , , , , ,(แว่นตา - NOUN),2, , , , , , , , , , , , , , ,(ตอง - VERB),1, , 
 , , , , , , , , , , , , , ,(นักท่องเที่ยว - NOUN),2, , , , , , , , , , , , , , ,(*ใส - VERB),1, , 
 , , , , , , , , , , , , , ,(ดังนั้น - NOUN),2, , , , , , , , , , , , , , ,(น่าตื่นตาตื่นใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(วิว - NOUN),2, , , , , , , , , , , , , , ,(เยี่ยม - VERB),1, , 
 , , , , , , , , , , , , , ,(หาดทราย - NOUN),2, , , , , , , , , , , , , , ,(*สามารถ - VERB),1, , 
 , , , , , , , , , , , , , ,(ผลไม้ - NOUN),2, , , , , , , , , , , , , , ,(ว่ายน้ำ - VERB),1, , 
 , , , , , , , , , , , , , ,(ตอนเย็น - NOUN),2, , , , , , , , , , , , , , ,(ที่นั่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(น้ำลง - NOUN),2, , , , , , , , , , , , , , ,(พูด - VERB),1, , 
 , , , , , , , , , , , , , ,(ร่ม - NOUN),2, , , , , , , , , , , , , , ,(เสียค่าใช้จ่าย - VERB),1, , 
 , , , , , , , , , , , , , ,(ขา - NOUN),2, , , , , , , , , , , , , , ,(ถึง - VERB),1, , 
 , , , , , , , , , , , , , ,(รีสอร์ท - NOUN),2, , , , , , , , , , , , , , ,(รัก - VERB),1, , 
 , , , , , , , , , , , , , ,(ทะเล - NOUN),2, , , , , , , , , , , , , , ,(ติด - VERB),1, , 
 , , , , , , , , , , , , , ,(ทราย - NOUN),1, , , , , , , , , , , , , , ,(ตรงข้าม - VERB),1, , 
 , , , , , , , , , , , , , ,(จริงๆ - NOUN),1, , , , , , , , , , , , , , ,(ตอนกลางคืน - VERB),1, , 
 , , , , , , , , , , , , , ,(สวย - NOUN),1, , , , , , , , , , , , , , ,(แสดง - VERB),1, , 
 , , , , , , , , , , , , , ,(ขยะ - NOUN),1, , , , , , , , , , , , , , ,(เข้า - VERB),1, , 
 , , , , , , , , , , , , , ,(มากมาย - NOUN),1, , , , , , , , , , , , , , ,(ดูแลรักษา - VERB),1, , 
 , , , , , , , , , , , , , ,(สาย - NOUN),1, , , , , , , , , , , , , , ,(รักษา - VERB),1, , 
 , , , , , , , , , , , , , ,(หยาบคาย - NOUN),1, , , , , , , , , , , , , , ,(ความปลอดภัย - VERB),1, , 
 , , , , , , , , , , , , , ,(หยิ่งผยอง - NOUN),1, , , , , , , , , , , , , , ,(ประจำ - VERB),1, , 
 , , , , , , , , , , , , , ,(บ่าย - NOUN),1, , , , , , , , , , , , , , ,(เช่า - VERB),1, , 
 , , , , , , , , , , , , , ,(สิ่งอำนวยความสะดวก - NOUN),1, , , , , , , , , , , , , , ,(สำรวจ - VERB),1, , 
 , , , , , , , , , , , , , ,(ขอ - NOUN),1, , , , , , , , , , , , , , ,(เก็บ - VERB),1, , 
 , , , , , , , , , , , , , ,(ห้า - NOUN),1, , , , , , , , , , , , , , ,(ใกล้เคียง - VERB),1, , 
 , , , , , , , , , , , , , ,(ดาว - NOUN),1, , , , , , , , , , , , , , ,(แลก - VERB),1, , 
 , , , , , , , , , , , , , ,(พลาสติก - NOUN),1, , , , , , , , , , , , , , ,(น่าสนใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(นัก - NOUN),1, , , , , , , , , , , , , , ,(เดินเท้า - VERB),1, , 
 , , , , , , , , , , , , , ,(น่าอัศจรรย์ - NOUN),1, , , , , , , , , , , , , , ,(เต็มไปด้วย - VERB),1, , 
 , , , , , , , , , , , , , ,(กลิ่น - NOUN),1, , , , , , , , , , , , , , ,(ค้นหา - VERB),1, , 
 , , , , , , , , , , , , , ,(ให้คะแนน - NOUN),1, , , , , , , , , , , , , , ,(นั่งเล่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ตื้น - NOUN),1, , , , , , , , , , , , , , ,(รอบๆ - VERB),1, , 
 , , , , , , , , , , , , , ,(สถานที่ท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , ,(ข้อเสนอ - VERB),1, , 
 , , , , , , , , , , , , , ,(ชม - NOUN),1, , , , , , , , , , , , , , ,(ขับรถ - VERB),1, , 
 , , , , , , , , , , , , , ,(เดือน - NOUN),1, , , , , , , , , , , , , , ,(ประเมิน - VERB),1, , 
 , , , , , , , , , , , , , ,(ขี่ - NOUN),1, , , , , , , , , , , , , , ,(กลับ - VERB),1, , 
 , , , , , , , , , , , , , ,(เครื่องหมาย - NOUN),1, , , , , , , , , , , , , , ,(ขอ - VERB),1, , 
 , , , , , , , , , , , , , ,(เชือก - NOUN),1, , , , , , , , , , , , , , ,(ก็ได้ - VERB),1, , 
 , , , , , , , , , , , , , ,(แสง - NOUN),1, , , , , , , , , , , , , , ,(ปรุง - VERB),1, , 
 , , , , , , , , , , , , , ,(ดวงอาทิตย์ - NOUN),1, , , , , , , , , , , , , , ,(แพนเค้ก - VERB),1, , 
 , , , , , , , , , , , , , ,(วิจัย - NOUN),1, , , , , , , , , , , , , , ,(กุ้ง - VERB),1, , 
 , , , , , , , , , , , , , ,(ความ - NOUN),1, , , , , , , , , , , , , , ,(สวมใส่ - VERB),1, , 
 , , , , , , , , , , , , , ,(พฤติกรรม - NOUN),1, , , , , , , , , , , , , , ,(ย่าน - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้คน - NOUN),1, , , , , , , , , , , , , , ,(ผ่าน - VERB),1, , 
 , , , , , , , , , , , , , ,(โปรด - NOUN),1, , , , , , , , , , , , , , ,(เริ่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(สภาพแวดล้อม - NOUN),1, , , , , , , , , , , , , , ,(*เปิด - VERB),1, , 
 , , , , , , , , , , , , , ,(ตอนกลางคืน - NOUN),1, , , , , , , , , , , , , , ,(เสนอ - VERB),1, , 
 , , , , , , , , , , , , , ,(ริมทะเล - NOUN),1, , , , , , , , , , , , , , ,(นักท่องเที่ยว - VERB),1, , 
 , , , , , , , , , , , , , ,(ขอบคุณ - NOUN),1, , , , , , , , , , , , , , ,(พบ - VERB),1, , 
 , , , , , , , , , , , , , ,(รวมถึง - NOUN),1, , , , , , , , , , , , , , ,(มองหา - VERB),1, , 
 , , , , , , , , , , , , , ,(เจ้าหน้าที่ - NOUN),1, , , , , , , , , , , , , , ,(ความสนใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(หน้าที่ - NOUN),1, , , , , , , , , , , , , , ,(ยอดเยี่ยม - VERB),1, , 
 , , , , , , , , , , , , , ,(แผงขาย - NOUN),1, , , , , , , , , , , , , , ,(ต่อรอง - VERB),1, , 
 , , , , , , , , , , , , , ,(ริ - NOUN),1, , , , , , , , , , , , , , ,(สนใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(มหาด - NOUN),1, , , , , , , , , , , , , , ,(อย่า - VERB),1, , 
 , , , , , , , , , , , , , ,(สกู๊ต - NOUN),1, , , , , , , , , , , , , , ,(จัด - VERB),1, , 
 , , , , , , , , , , , , , ,(มุ้ง - NOUN),1, , , , , , , , , , , , , , ,(คา - VERB),1, , 
 , , , , , , , , , , , , , ,(วอลเลย์บอล - NOUN),1, , , , , , , , , , , , , , ,(คนอื่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ปลอดภัย - NOUN),1, , , , , , , , , , , , , , ,(เจ็ทสกี - VERB),1, , 
 , , , , , , , , , , , , , ,(สิ่งใดสิ่งหนึ่ง - NOUN),1, , , , , , , , , , , , , , ,(ต่อรองราคา - VERB),1, , 
 , , , , , , , , , , , , , ,(หอพัก - NOUN),1, , , , , , , , , , , , , , ,(ผับ - VERB),1, , 
 , , , , , , , , , , , , , ,(ปลา - NOUN),1, , , , , , , , , , , , , , ,(สบาย - VERB),1, , 
 , , , , , , , , , , , , , ,(สด - NOUN),1, , , , , , , , , , , , , , ,(ปาร์ตี้ - VERB),1, , 
 , , , , , , , , , , , , , ,(เกาะ - NOUN),1, , , , , , , , , , , , , , ,(*สะดวก - VERB),1, , 
 , , , , , , , , , , , , , ,(สิ่งมีชีวิต - NOUN),1, , , , , , , , , , , , , , ,(จ้าง - VERB),1, , 
 , , , , , , , , , , , , , ,(สปา - NOUN),1, , , , , , , , , , , , , , ,(ดื่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(เพื่อน - NOUN),1, , , , , , , , , , , , , , ,(กัด - VERB),1, , 
 , , , , , , , , , , , , , ,(ตอน - NOUN),1, , , , , , , , , , , , , , ,(ทำลาย - VERB),1, , 
 , , , , , , , , , , , , , ,(ถูกต้อง - NOUN),1, , , , , , , , , , , , , , ,(เงียบสงบ - VERB),1, , 
 , , , , , , , , , , , , , ,(ผ้าเช็ดตัว - NOUN),1, , , , , , , , , , , , , , ,(ยุ่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้ค้า - NOUN),1, , , , , , , , , , , , , , ,(นำเสนอ - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้างถนน - NOUN),1, , , , , , , , , , , , , , ,(กระโดดร่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(จาน - NOUN),1, , , , , , , , , , , , , , ,(ค่าใช้จ่าย - VERB),1, , 
 , , , , , , , , , , , , , ,(เสิร์ฟ - NOUN),1, , , , , , , , , , , , , , ,(เรียกว่า - VERB),1, , 
 , , , , , , , , , , , , , ,(เค - NOUN),1, , , , , , , , , , , , , , ,(พา - VERB),1, , 
 , , , , , , , , , , , , , ,(บับ - NOUN),1, , , , , , , , , , , , , , ,(การท่องเที่ยว - VERB),1, , 
 , , , , , , , , , , , , , ,(ไก่ - NOUN),1, , , , , , , , , , , , , , ,(ผู้ขาย - VERB),1, , 
 , , , , , , , , , , , , , ,(นม - NOUN),1, , , , , , , , , , , , , , ,(*อนุญาต - VERB),1, , 
 , , , , , , , , , , , , , ,(หวาน - NOUN),1, , , , , , , , , , , , , , ,(น่ากลัว - VERB),1, , 
 , , , , , , , , , , , , , ,(ผักบุ้ง - NOUN),1, , , , , , , , , , , , , , ,(ลอง - VERB),1, , 
 , , , , , , , , , , , , , ,(หมู - NOUN),1, , , , , , , , , , , , , , ,(นั่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(ผัก - NOUN),1, , , , , , , , , , , , , , ,(ที่นั่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ช็อป - NOUN),1, , , , , , , , , , , , , , ,(น่า - VERB),1, , 
 , , , , , , , , , , , , , ,(นวด - NOUN),1, , , , , , , , , , , , , , ,(บิน - VERB),1, , 
 , , , , , , , , , , , , , ,(ด้านบน - NOUN),1, , , , , , , , , , , , , , ,(ตกดิน - VERB),1, , 
 , , , , , , , , , , , , , ,(พยายาม - NOUN),1, , , , , , , , , , , , , , ,(ก็ดี - VERB),1, , 
 , , , , , , , , , , , , , ,(เกรฟ - NOUN),1, , , , , , , , , , , , , , ,(การค้าขาย - VERB),1, , 
 , , , , , , , , , , , , , ,(knockoff - NOUN),1, , , , , , , , , , , , , , ,(เช่นกัน - VERB),1, , 
 , , , , , , , , , , , , , ,(rayans - NOUN),1, , , , , , , , , , , , , , ,(ประสบการณ์ - VERB),1, , 
 , , , , , , , , , , , , , ,(หมู่ - NOUN),1, , , , , , , , , , , , , , ,(เดียวกัน - VERB),1, , 
 , , , , , , , , , , , , , ,(เจ็ทสกี - NOUN),1, , , , , , , , , , , , , , ,(เพียงแค่ - VERB),1, , 
 , , , , , , , , , , , , , ,(บาร์ - NOUN),1, , , , , , , , , , , , , , ,(อาบน้ำ - VERB),1, , 
 , , , , , , , , , , , , , ,(เตรียมพร้อม - NOUN),1, , , , , , , , , , , , , , ,(กิจกรรม - VERB),1, , 
 , , , , , , , , , , , , , ,(พิมพ์ - NOUN),1, , , , , , , , , , , , , , ,(หา - VERB),1, , 
 , , , , , , , , , , , , , ,(เท่า - NOUN),1, , , , , , , , , , , , , , ,(หลากหลาย - VERB),1, , 
 , , , , , , , , , , , , , ,(ลืม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สวม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ดื่ม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แดด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สีฟ้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สีเหลือง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(จำหน่าย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รอน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ท่าน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เป็นต้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(อ่างอาบน้ำ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(อย่าง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขนาด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กิโลเมตร - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(มิตร - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ตะ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รน - NOUN),1, , , , , , , , , , , , , , , , , , 
