ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
 , , , , , , , , , , , , , ,(เสียง - NOUN),2, , , , , , , , , , , , , , ,(เสื้อกล้าม - VERB),1, , 
 , , , , , , , , , , , , , ,(ส่วนตัว - NOUN),1, , , , , , , , , , , , , , ,(ปกคลุม - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้อเสนอ - NOUN),1, , , , , , , , , , , , , , ,(ซับซ้อน - VERB),1, , 
 , , , , , , , , , , , , , ,(ผลงาน - NOUN),1, , , , , , , , , , , , , , ,(ปล่อยวาง - VERB),1, , 
 , , , , , , , , , , , , , ,(ชิ้นเอก - NOUN),1, , , , , , , , , , , , , , ,(นักบวช - VERB),1, , 
 , , , , , , , , , , , , , ,(ศิลปะ - NOUN),1, , , , , , , , , , , , , , ,(คำแนะนำ - VERB),1, , 
 , , , , , , , , , , , , , ,(ปี - NOUN),1, , , , , , , , , , , , , , ,(ด้านบน - VERB),1, , 
 , , , , , , , , , , , , , ,(นอกสถานที่ - NOUN),1, , , , , , , , , , , , , , ,(เดินเล่น - VERB),1, , 
 , , , , , , , , , , , , , ,(สถาปนิก - NOUN),1, , , , , , , , , , , , , , ,(เสียใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(ลืม - NOUN),1, , , , , , , , , , , , , , ,(ตัดสินใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(โดม - NOUN),1, , , , , , , , , , , , , , ,(ดูเหมือน - VERB),1, , 
 , , , , , , , , , , , , , ,(ป.ล. - NOUN),1, , , , , , , , , , , , , , ,(เก็บ - VERB),1, , 
 , , , , , , , , , , , , , ,(พก - NOUN),1, , , , , , , , , , , , , , ,(*ทราบ - VERB),1, , 
 , , , , , , , , , , , , , ,(ร่ม - NOUN),1, , , , , , , , , , , , , , ,(กางเกง - VERB),1, , 
 , , , , , , , , , , , , , ,(ถุงเท้า - NOUN),1, , , , , , , , , , , , , , ,(ปกปิด - VERB),1, , 
 , , , , , , , , , , , , , ,(ผิว - NOUN),1, , , , , , , , , , , , , , ,(นั่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(เท้า - NOUN),1, , , , , , , , , , , , , , ,(ตรงข้าม - VERB),1, , 
 , , , , , , , , , , , , , ,(กลางวัน - NOUN),1, , , , , , , , , , , , , , ,(ข้างนอก - VERB),1, , 
 , , , , , , , , , , , , , ,(สภาพ - NOUN),1, , , , , , , , , , , , , , ,(จุดประสงค์ - VERB),1, , 
 , , , , , , , , , , , , , ,(ขั้นตอน - NOUN),1, , , , , , , , , , , , , , ,(เดินเตร่ - VERB),1, , 
 , , , , , , , , , , , , , ,(ปรับปรุง - NOUN),1, , , , , , , , , , , , , , ,(จึง - VERB),1, , 
 , , , , , , , , , , , , , ,(นัก - NOUN),1, , , , , , , , , , , , , , ,(แน่นอน - VERB),1, , 
 , , , , , , , , , , , , , ,(เที่ยง - NOUN),1, , , , , , , , , , , , , , ,(พลุกพล่าน - VERB),1, , 
 , , , , , , , , , , , , , ,(ฤดูท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , ,(จำ - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้หญิง - NOUN),1, , , , , , , , , , , , , , ,(เตรียม - VERB),1, , 
 , , , , , , , , , , , , , ,(เป็นอย่างดี - NOUN),1, , , , , , , , , , , , , , ,(ขอ - VERB),1, , 
 , , , , , , , , , , , , , ,(พลังงาน - NOUN),1, , , , , , , , , , , , , , ,(ทางเข้า - VERB),1, , 
 , , , , , , , , , , , , , ,(ยาม - NOUN),1, , , , , , , , , , , , , , ,(*น่าเชื่อ - VERB),1, , 
 , , , , , , , , , , , , , ,(มะพร้าว - NOUN),1, , , , , , , , , , , , , , ,(อยาก - VERB),1, , 
 , , , , , , , , , , , , , ,(พระเจ้า - NOUN),1, , , , , , , , , , , , , , ,(เหมือน - VERB),1, , 
 , , , , , , , , , , , , , ,(เหตุผล - NOUN),1, , , , , , , , , , , , , , ,(ออกแบบ - VERB),1, , 
 , , , , , , , , , , , , , ,(ร้านค้า - NOUN),1, , , , , , , , , , , , , , ,(ร่วม - VERB),1, , 
 , , , , , , , , , , , , , ,(ฝุ่น - NOUN),1, , , , , , , , , , , , , , ,(สูดลมหายใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(ใยแมงมุม - NOUN),1, , , , , , , , , , , , , , ,(ก่อสร้าง - VERB),1, , 
 , , , , , , , , , , , , , ,(ซื้อ - NOUN),1, , , , , , , , , , , , , , ,(เพลิดเพลิน - VERB),1, , 
 , , , , , , , , , , , , , ,(เจ้าของร้าน - NOUN),1, , , , , , , , , , , , , , ,(แทน - VERB),1, , 
 , , , , , , , , , , , , , ,(ร้าน - NOUN),1, , , , , , , , , , , , , , ,(น่าพอใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(สินค้า - NOUN),1, , , , , , , , , , , , , , ,(สังเขป - VERB),1, , 
 , , , , , , , , , , , , , ,(จัดเก็บ - NOUN),1, , , , , , , , , , , , , , ,(หนาแน่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ภาพ - NOUN),1, , , , , , , , , , , , , , ,(เครื่องดื่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(แผงลอย - NOUN),1, , , , , , , , , , , , , , ,(ควรค่า - VERB),1, , 
 , , , , , , , , , , , , , ,(ไหล่ - NOUN),1, , , , , , , , , , , , , , ,(ถ่ายรูป - VERB),1, , 
 , , , , , , , , , , , , , ,(ขา - NOUN),1, , , , , , , , , , , , , , ,(เล่น - VERB),1, , 
 , , , , , , , , , , , , , ,(คุ้มค่า - NOUN),1, , , , , , , , , , , , , , ,(เพิ่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(ตั๋ว - NOUN),1, , , , , , , , , , , , , , ,(พบ - VERB),1, , 
 , , , , , , , , , , , , , ,(นอน - NOUN),1, , , , , , , , , , , , , , ,(สวม - VERB),1, , 
 , , , , , , , , , , , , , ,(ห้องโถง - NOUN),1, , , , , , , , , , , , , , ,(แออัด - VERB),1, , 
 , , , , , , , , , , , , , ,(สามชั้น - NOUN),1, , , , , , , , , , , , , , ,(แน่ใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(ระเบิด - NOUN),1, , , , , , , , , , , , , , ,(พบปะ - VERB),1, , 
 , , , , , , , , , , , , , ,(ร้านอาหาร - NOUN),1, , , , , , , , , , , , , , ,(มีเสียง - VERB),1, , 
 , , , , , , , , , , , , , ,(ที่นั่น - NOUN),1, , , , , , , , , , , , , , ,(น่าเสียดาย - VERB),1, , 
 , , , , , , , , , , , , , ,(ผ่อนคลาย - NOUN),1, , , , , , , , , , , , , , ,(ห้าม - VERB),1, , 
 , , , , , , , , , , , , , ,(แม่น้ำ - NOUN),1, , , , , , , , , , , , , , ,(บอก - VERB),1, , 
 , , , , , , , , , , , , , ,(มุมมอง - NOUN),1, , , , , , , , , , , , , , ,(เช่า - VERB),1, , 
 , , , , , , , , , , , , , ,(ปลา - NOUN),1, , , , , , , , , , , , , , ,(วัง - VERB),1, , 
 , , , , , , , , , , , , , ,(พาย - NOUN),1, , , , , , , , , , , , , , ,(รอ - VERB),1, , 
 , , , , , , , , , , , , , ,(ประณีต - NOUN),1, , , , , , , , , , , , , , ,(เกิด - VERB),1, , 
 , , , , , , , , , , , , , ,(พระ - NOUN),1, , , , , , , , , , , , , , ,(ขาด - VERB),1, , 
 , , , , , , , , , , , , , ,(สะอาดหมดจด - NOUN),1, , , , , , , , , , , , , , ,(นักขัตฤกษ์ - VERB),1, , 
 , , , , , , , , , , , , , ,(แมว - NOUN),1, , , , , , , , , , , , , , ,(นั่งสมาธิ - VERB),1, , 
 , , , , , , , , , , , , , ,(เจื้อยแจ้ว - NOUN),1, , , , , , , , , , , , , , ,(ช่วย - VERB),1, , 
 , , , , , , , , , , , , , ,(พื้นดิน - NOUN),1, , , , , , , , , , , , , , ,(ผ่าน - VERB),1, , 
 , , , , , , , , , , , , , ,(แหล่งท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , ,(ผ่อนคลาย - VERB),1, , 
 , , , , , , , , , , , , , ,(ชุด - NOUN),1, , , , , , , , , , , , , , ,(เดียวกัน - VERB),1, , 
 , , , , , , , , , , , , , ,(โปรด - NOUN),1, , , , , , , , , , , , , , ,(คำตอบ - VERB),1, , 
 , , , , , , , , , , , , , ,(หญิง - NOUN),1, , , , , , , , , , , , , , ,(สงบสุข - VERB),1, , 
 , , , , , , , , , , , , , ,(อัพ - NOUN),1, , , , , , , , , , , , , , ,(หวัง - VERB),1, , 
 , , , , , , , , , , , , , ,(สละ - NOUN),1, , , , , , , , , , , , , , ,(ครึ่งชั่วโมง - VERB),1, , 
 , , , , , , , , , , , , , ,(พยาน - NOUN),1, , , , , , , , , , , , , , ,(เชื่อมโยง - VERB),1, , 
 , , , , , , , , , , , , , ,(จิตวิญญาณ - NOUN),1, , , , , , , , , , , , , , ,(ความเชื่อ - VERB),1, , 
