ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
(ยาว - ADJ),1,(วิว - ADP),1,(แหลม - ADV),1, , , , , , , , ,(ชั่วโมง - NOUN),3, , , , , , ,(อย่างไรก็ตาม - PROPN),1, , , , , , ,(พบ - VERB),3, , 
(เต็ม - ADJ),1,(เข้าถึง - ADP),1,(ดี - ADV),1, , , , , , , , ,(พรหม - NOUN),3, , , , , , ,(ไหม - PROPN),1, , , , , , ,(ทำ - VERB),3, , 
(แน่นอน - ADJ),1,(เกี่ยวกับ - ADP),1,(โดยเฉพาะอย่างยิ่ง - ADV),1, , , , , , , , ,(ลืม - NOUN),3, , , , , , ,(ที่นี่ - PROPN),1, , , , , , ,(สวย - VERB),3, , 
(สุด - ADJ),1,(ใต้ - ADP),1,(ลง - ADV),1, , , , , , , , ,(ทะเลอันดามัน - NOUN),3, , , , , , ,(โรแมนติก - PROPN),1, , , , , , ,(น่าทึ่ง - VERB),3, , 
(สุดท้าย - ADJ),1,(ที่นี่ - ADP),1,(จุดสูงสุด - ADV),1, , , , , , , , ,(คน - NOUN),3, , , , , , , , , , , , , , ,(ได้รับ - VERB),3, , 
(วิเศษ - ADJ),1,(ดูเหมือนว่า - ADP),1,(จากนั้น - ADV),1, , , , , , , , ,(ที่จอดรถ - NOUN),3, , , , , , , , , , , , , , ,(แนะนำ - VERB),3, , 
(โดยเฉพาะ - ADJ),1,(สู่ - ADP),1,(ต่อไป - ADV),1, , , , , , , , ,(ผู้คน - NOUN),3, , , , , , , , , , , , , , ,(ยอดเยี่ยม - VERB),3, , 
(เมฆมาก - ADJ),1,(ที่นั่น - ADP),1,(ชัด - ADV),1, , , , , , , , ,(ร้านอาหาร - NOUN),3, , , , , , , , , , , , , , ,(คิด - VERB),3, , 
(คุ้มค่า - ADJ),1,(เต็มไปด้วย - ADP),1,(เกี่ยวกับ - ADV),1, , , , , , , , ,(สวยงาม - NOUN),3, , , , , , , , , , , , , , ,(สมบูรณ์แบบ - VERB),2, , 
(*เหมาะ - ADJ),1, , ,(ชม - ADV),1, , , , , , , , ,(ที่นี่ - NOUN),3, , , , , , , , , , , , , , ,(สงบ - VERB),2, , 
(ดังนั้น - ADJ),1, , ,(เหลือเชื่อ - ADV),1, , , , , , , , ,(ใต้ - NOUN),3, , , , , , , , , , , , , , ,(เงียบสงบ - VERB),2, , 
(เค็ม - ADJ),1, , ,(เกินไป - ADV),1, , , , , , , , ,(ด้าน - NOUN),3, , , , , , , , , , , , , , ,(ต้องการ - VERB),2, , 
(ที่นี่ - ADJ),1, , ,(เสมอ - ADV),1, , , , , , , , ,(หิน - NOUN),3, , , , , , , , , , , , , , ,(คุ้มค่า - VERB),2, , 
(งาม - ADJ),1, , ,(เพียง - ADV),1, , , , , , , , ,(รูปปั้น - NOUN),3, , , , , , , , , , , , , , ,(นำ - VERB),2, , 
(สูง - ADJ),1, , ,(*นาน - ADV),1, , , , , , , , ,(วัน - NOUN),3, , , , , , , , , , , , , , ,(ค่อนข้าง - VERB),2, , 
(ด้านนอก - ADJ),1, , ,(พอ - ADV),1, , , , , , , , ,(ห้า - NOUN),3, , , , , , , , , , , , , , ,(บอก - VERB),2, , 
(สะอาด - ADJ),1, , , , , , , , , , , , ,(ส่วน - NOUN),3, , , , , , , , , , , , , , ,(แออัด - VERB),2, , 
(เดียว - ADJ),1, , , , , , , , , , , , ,(วันที่ - NOUN),3, , , , , , , , , , , , , , ,(กล้อง - VERB),2, , 
 , , , , , , , , , , , , , ,(วดี - NOUN),2, , , , , , , , , , , , , , ,(กังหันลม - VERB),2, , 
 , , , , , , , , , , , , , ,(คุ้มค่า - NOUN),2, , , , , , , , , , , , , , ,(ดื่ม - VERB),2, , 
 , , , , , , , , , , , , , ,(ประเทศ - NOUN),2, , , , , , , , , , , , , , ,(เยี่ยม - VERB),2, , 
 , , , , , , , , , , , , , ,(ขับรถ - NOUN),2, , , , , , , , , , , , , , ,(ปลาย - VERB),2, , 
 , , , , , , , , , , , , , ,(ตัวเมือง - NOUN),2, , , , , , , , , , , , , , ,(พา - VERB),2, , 
 , , , , , , , , , , , , , ,(ช่วงเวลา - NOUN),2, , , , , , , , , , , , , , ,(แสดง - VERB),2, , 
 , , , , , , , , , , , , , ,(รูป - NOUN),2, , , , , , , , , , , , , , ,(ตรงข้าม - VERB),2, , 
 , , , , , , , , , , , , , ,(เนินเขา - NOUN),2, , , , , , , , , , , , , , ,(เพลิดเพลิน - VERB),2, , 
 , , , , , , , , , , , , , ,(น้ำ - NOUN),2, , , , , , , , , , , , , , ,(รับ - VERB),2, , 
 , , , , , , , , , , , , , ,(ชายหาด - NOUN),2, , , , , , , , , , , , , , ,(ติดตาม - VERB),2, , 
 , , , , , , , , , , , , , ,(ห้องน้ำ - NOUN),2, , , , , , , , , , , , , , ,(ปิด - VERB),2, , 
 , , , , , , , , , , , , , ,(แผงขาย - NOUN),2, , , , , , , , , , , , , , ,(น่า - VERB),2, , 
 , , , , , , , , , , , , , ,(สายลม - NOUN),2, , , , , , , , , , , , , , ,(กว้าง - VERB),2, , 
 , , , , , , , , , , , , , ,(ถ่ายภาพ - NOUN),2, , , , , , , , , , , , , , ,(รู้สึก - VERB),2, , 
 , , , , , , , , , , , , , ,(สุด - NOUN),2, , , , , , , , , , , , , , ,(พยายาม - VERB),2, , 
 , , , , , , , , , , , , , ,(เทพ - NOUN),2, , , , , , , , , , , , , , ,(อยาก - VERB),2, , 
 , , , , , , , , , , , , , ,(พัก - NOUN),2, , , , , , , , , , , , , , ,(ลืม - VERB),2, , 
 , , , , , , , , , , , , , ,(ฝั่ง - NOUN),2, , , , , , , , , , , , , , ,(ถ่ายรูป - VERB),2, , 
 , , , , , , , , , , , , , ,(รอ - NOUN),2, , , , , , , , , , , , , , ,(ชอบ - VERB),2, , 
 , , , , , , , , , , , , , ,(วิ - NOUN),2, , , , , , , , , , , , , , ,(สร้าง - VERB),2, , 
 , , , , , , , , , , , , , ,(จักรยาน - NOUN),2, , , , , , , , , , , , , , ,(วิ - VERB),1, , 
 , , , , , , , , , , , , , ,(แห่ง - NOUN),2, , , , , , , , , , , , , , ,(ครึ่งชั่วโมง - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้หญิง - NOUN),2, , , , , , , , , , , , , , ,(กิน - VERB),1, , 
 , , , , , , , , , , , , , ,(สิ - NOUN),2, , , , , , , , , , , , , , ,(เริ่มต้น - VERB),1, , 
 , , , , , , , , , , , , , ,(ปรับปรุง - NOUN),2, , , , , , , , , , , , , , ,(ค้นหา - VERB),1, , 
 , , , , , , , , , , , , , ,(พื้นที่ - NOUN),2, , , , , , , , , , , , , , ,(ความกังวล - VERB),1, , 
 , , , , , , , , , , , , , ,(รอบๆ - NOUN),2, , , , , , , , , , , , , , ,(หาย - VERB),1, , 
 , , , , , , , , , , , , , ,(วิธี - NOUN),2, , , , , , , , , , , , , , ,(เดินป่า - VERB),1, , 
 , , , , , , , , , , , , , ,(สวย - NOUN),2, , , , , , , , , , , , , , ,(ส่วนใหญ่ - VERB),1, , 
 , , , , , , , , , , , , , ,(ขอบฟ้า - NOUN),2, , , , , , , , , , , , , , ,(ความ - VERB),1, , 
 , , , , , , , , , , , , , ,(ตอน - NOUN),2, , , , , , , , , , , , , , ,(สงบสุข - VERB),1, , 
 , , , , , , , , , , , , , ,(ประสบการณ์ - NOUN),2, , , , , , , , , , , , , , ,(เทพ - VERB),1, , 
 , , , , , , , , , , , , , ,(ชายฝั่ง - NOUN),1, , , , , , , , , , , , , , ,(เครื่องดื่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(งาม - NOUN),1, , , , , , , , , , , , , , ,(เข้า - VERB),1, , 
 , , , , , , , , , , , , , ,(ฝูงชน - NOUN),1, , , , , , , , , , , , , , ,(ตรวจสอบ - VERB),1, , 
 , , , , , , , , , , , , , ,(ใกล้ - NOUN),1, , , , , , , , , , , , , , ,(แน่ใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(น้ำมะพร้าว - NOUN),1, , , , , , , , , , , , , , ,(ประกอบ - VERB),1, , 
 , , , , , , , , , , , , , ,(เยี่ยม - NOUN),1, , , , , , , , , , , , , , ,(กะ - VERB),1, , 
 , , , , , , , , , , , , , ,(ต้นมะพร้าว - NOUN),1, , , , , , , , , , , , , , ,(ตะ - VERB),1, , 
 , , , , , , , , , , , , , ,(ชื่อเสียง - NOUN),1, , , , , , , , , , , , , , ,(คุณ - VERB),1, , 
 , , , , , , , , , , , , , ,(ยี่ - NOUN),1, , , , , , , , , , , , , , ,(มา - VERB),1, , 
 , , , , , , , , , , , , , ,(หมู่เกาะ - NOUN),1, , , , , , , , , , , , , , ,(รักษา - VERB),1, , 
 , , , , , , , , , , , , , ,(ทักษะ - NOUN),1, , , , , , , , , , , , , , ,(เตือน - VERB),1, , 
 , , , , , , , , , , , , , ,(ร้านขายเสื้อผ้า - NOUN),1, , , , , , , , , , , , , , ,(ขนส่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(อื่นๆ - NOUN),1, , , , , , , , , , , , , , ,(กลับ - VERB),1, , 
 , , , , , , , , , , , , , ,(ค่า - NOUN),1, , , , , , , , , , , , , , ,(สะอาด - VERB),1, , 
 , , , , , , , , , , , , , ,(ว้าว - NOUN),1, , , , , , , , , , , , , , ,(กระดาษชำระ - VERB),1, , 
 , , , , , , , , , , , , , ,(ช่าง - NOUN),1, , , , , , , , , , , , , , ,(คดเคี้ยว - VERB),1, , 
 , , , , , , , , , , , , , ,(น่าอัศจรรย์ - NOUN),1, , , , , , , , , , , , , , ,(ด้านบน - VERB),1, , 
 , , , , , , , , , , , , , ,(หาด - NOUN),1, , , , , , , , , , , , , , ,(ถูกต้อง - VERB),1, , 
 , , , , , , , , , , , , , ,(โปรด - NOUN),1, , , , , , , , , , , , , , ,(ทำได้ - VERB),1, , 
 , , , , , , , , , , , , , ,(พวก - NOUN),1, , , , , , , , , , , , , , ,(ตั้ง - VERB),1, , 
 , , , , , , , , , , , , , ,(ลับขอบฟ้า - NOUN),1, , , , , , , , , , , , , , ,(แตกต่าง - VERB),1, , 
 , , , , , , , , , , , , , ,(เขียวขจี - NOUN),1, , , , , , , , , , , , , , ,(คุ้ม - VERB),1, , 
 , , , , , , , , , , , , , ,(รอบ - NOUN),1, , , , , , , , , , , , , , ,(ค่าเงิน - VERB),1, , 
 , , , , , , , , , , , , , ,(ในขณะที่ - NOUN),1, , , , , , , , , , , , , , ,(น่ารัก - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้สูงอายุ - NOUN),1, , , , , , , , , , , , , , ,(*ชอบ - VERB),1, , 
 , , , , , , , , , , , , , ,(antastic - NOUN),1, , , , , , , , , , , , , , ,(*สามารถ - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้ามถนน - NOUN),1, , , , , , , , , , , , , , ,(แวะ - VERB),1, , 
 , , , , , , , , , , , , , ,(มาตรฐาน - NOUN),1, , , , , , , , , , , , , , ,(เสี่ยง - VERB),1, , 
 , , , , , , , , , , , , , ,(รวมทั้ง - NOUN),1, , , , , , , , , , , , , , ,(คาด - VERB),1, , 
 , , , , , , , , , , , , , ,(หลังจาก - NOUN),1, , , , , , , , , , , , , , ,(ที่อยู่ - VERB),1, , 
 , , , , , , , , , , , , , ,(พารา - NOUN),1, , , , , , , , , , , , , , ,(เพิ่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(ขอบ - NOUN),1, , , , , , , , , , , , , , ,(ที่นั่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ปลาย - NOUN),1, , , , , , , , , , , , , , ,(เล่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ทัศนียภาพ - NOUN),1, , , , , , , , , , , , , , ,(ความพยายาม - VERB),1, , 
 , , , , , , , , , , , , , ,(คนขับรถ - NOUN),1, , , , , , , , , , , , , , ,(โอเค - VERB),1, , 
 , , , , , , , , , , , , , ,(เว็บไซต์ - NOUN),1, , , , , , , , , , , , , , ,(ถ่าย - VERB),1, , 
 , , , , , , , , , , , , , ,(เครื่องดื่ม - NOUN),1, , , , , , , , , , , , , , ,(เข้าแถว - VERB),1, , 
 , , , , , , , , , , , , , ,(เรื่อง - NOUN),1, , , , , , , , , , , , , , ,(เบื้องหน้า - VERB),1, , 
 , , , , , , , , , , , , , ,(อากาศ - NOUN),1, , , , , , , , , , , , , , ,(น่าเสียดาย - VERB),1, , 
 , , , , , , , , , , , , , ,(บริสุทธิ์ - NOUN),1, , , , , , , , , , , , , , ,(พิพิธภัณฑ์ - VERB),1, , 
 , , , , , , , , , , , , , ,(อาหาร - NOUN),1, , , , , , , , , , , , , , ,(ปรากฏ - VERB),1, , 
 , , , , , , , , , , , , , ,(แท็กซี่ - NOUN),1, , , , , , , , , , , , , , ,(จอง - VERB),1, , 
 , , , , , , , , , , , , , ,(ครอบครัว - NOUN),1, , , , , , , , , , , , , , ,(ทัวร์ - VERB),1, , 
 , , , , , , , , , , , , , ,(รูปถ่าย - NOUN),1, , , , , , , , , , , , , , ,(ช้าง - VERB),1, , 
 , , , , , , , , , , , , , ,(จากนั้น - NOUN),1, , , , , , , , , , , , , , ,(น่าตื่นเต้น - VERB),1, , 
 , , , , , , , , , , , , , ,(เสียง - NOUN),1, , , , , , , , , , , , , , ,(ตกมัน - VERB),1, , 
 , , , , , , , , , , , , , ,(พลัง - NOUN),1, , , , , , , , , , , , , , ,(วางแผนการ - VERB),1, , 
 , , , , , , , , , , , , , ,(น่าเศร้า - NOUN),1, , , , , , , , , , , , , , ,(พร้อม - VERB),1, , 
 , , , , , , , , , , , , , ,(เศษขยะ - NOUN),1, , , , , , , , , , , , , , ,(ยืน - VERB),1, , 
 , , , , , , , , , , , , , ,(ระเบียบ - NOUN),1, , , , , , , , , , , , , , ,(จุด - VERB),1, , 
 , , , , , , , , , , , , , ,(บาร์ - NOUN),1, , , , , , , , , , , , , , ,(พูด - VERB),1, , 
 , , , , , , , , , , , , , ,(หมู่บ้าน - NOUN),1, , , , , , , , , , , , , , ,(เป็นความ - VERB),1, , 
 , , , , , , , , , , , , , ,(สนุกเกอร์ - NOUN),1, , , , , , , , , , , , , , ,(รบกวน - VERB),1, , 
 , , , , , , , , , , , , , ,(แออัด - NOUN),1, , , , , , , , , , , , , , ,(ผ่าน - VERB),1, , 
 , , , , , , , , , , , , , ,(ลมทะเล - NOUN),1, , , , , , , , , , , , , , ,(สวรรค์ - VERB),1, , 
 , , , , , , , , , , , , , ,(กลุ่ม - NOUN),1, , , , , , , , , , , , , , ,(เคลื่อน - VERB),1, , 
 , , , , , , , , , , , , , ,(นัก - NOUN),1, , , , , , , , , , , , , , ,(*ควร - VERB),1, , 
 , , , , , , , , , , , , , ,(ชาว - NOUN),1, , , , , , , , , , , , , , ,(เต็มไปด้วย - VERB),1, , 
 , , , , , , , , , , , , , ,(ภาพถ่าย - NOUN),1, , , , , , , , , , , , , , ,(สบาย - VERB),1, , 
 , , , , , , , , , , , , , ,(เด็กผู้ชาย - NOUN),1, , , , , , , , , , , , , , ,(ถนน - VERB),1, , 
 , , , , , , , , , , , , , ,(เด็ก - NOUN),1, , , , , , , , , , , , , , ,(ใส่ - VERB),1, , 
 , , , , , , , , , , , , , ,(ทาง - NOUN),1, , , , , , , , , , , , , , ,(*ใส่ - VERB),1, , 
 , , , , , , , , , , , , , ,(ร้อย - NOUN),1, , , , , , , , , , , , , , ,(ยุ่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(บอง - NOUN),1, , , , , , , , , , , , , , ,(ตกปลา - VERB),1, , 
 , , , , , , , , , , , , , ,(ศา - NOUN),1, , , , , , , , , , , , , , ,(*คุ้นเคย - VERB),1, , 
 , , , , , , , , , , , , , ,(พระพุทธรูป - NOUN),1, , , , , , , , , , , , , , ,(จริงๆ - VERB),1, , 
 , , , , , , , , , , , , , ,(องค์ - NOUN),1, , , , , , , , , , , , , , ,(กำแพง - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้างนอก - NOUN),1, , , , , , , , , , , , , , ,(ตะวันออก - VERB),1, , 
 , , , , , , , , , , , , , ,(ขนาด - NOUN),1, , , , , , , , , , , , , , ,(ใกล้ - VERB),1, , 
 , , , , , , , , , , , , , ,(กองทัพเรือ - NOUN),1, , , , , , , , , , , , , , ,(ก่อสร้าง - VERB),1, , 
 , , , , , , , , , , , , , ,(พร้อมกับ - NOUN),1, , , , , , , , , , , , , , ,(ก็ตาม - VERB),1, , 
 , , , , , , , , , , , , , ,(ประทับใจ - NOUN),1, , , , , , , , , , , , , , ,(ลืมเลือน - VERB),1, , 
 , , , , , , , , , , , , , ,(พระราม - NOUN),1, , , , , , , , , , , , , , ,(โดดเดี่ยว - VERB),1, , 
 , , , , , , , , , , , , , ,(หอก - NOUN),1, , , , , , , , , , , , , , ,(สัมผัส - VERB),1, , 
 , , , , , , , , , , , , , ,(ช้าง - NOUN),1, , , , , , , , , , , , , , ,(โปรดทราบ - VERB),1, , 
 , , , , , , , , , , , , , ,(ต่างๆ - NOUN),1, , , , , , , , , , , , , , ,(ต่างๆ - VERB),1, , 
 , , , , , , , , , , , , , ,(โล่ง - NOUN),1, , , , , , , , , , , , , , ,(อย่า - VERB),1, , 
 , , , , , , , , , , , , , ,(ผลไม้ - NOUN),1, , , , , , , , , , , , , , ,(หลีกเลี่ยง - VERB),1, , 
 , , , , , , , , , , , , , ,(แขก - NOUN),1, , , , , , , , , , , , , , ,(*พร้อม - VERB),1, , 
 , , , , , , , , , , , , , ,(เจน - NOUN),1, , , , , , , , , , , , , , ,(ก่อนหน้านี้ - VERB),1, , 
 , , , , , , , , , , , , , ,(ที่ - NOUN),1, , , , , , , , , , , , , , ,(น่าอัศจรรย์ - VERB),1, , 
 , , , , , , , , , , , , , ,(วิหาร - NOUN),1, , , , , , , , , , , , , , ,(ประทับใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(พวกเรา - NOUN),1, , , , , , , , , , , , , , ,(คู่รัก - VERB),1, , 
 , , , , , , , , , , , , , ,(ภูมิทัศน์ - NOUN),1, , , , , , , , , , , , , , ,(โรแมนติก - VERB),1, , 
 , , , , , , , , , , , , , ,(เพดาน - NOUN),1, , , , , , , , , , , , , , ,(เกินไป - VERB),1, , 
 , , , , , , , , , , , , , ,(วทะ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เล - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ปลายแหลม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขรุขระ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ลื่น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รูปภาพ - NOUN),1, , , , , , , , , , , , , , , , , , 
