ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
(อบอุ่น - ADJ),2,(เมื่อ - ADP),6,(ขึ้น - ADV),2, , , , ,(ซักรีด - DET),1, , ,(ร้านอาหาร - NOUN),8,(เจ็ด - NUM),1,(ล่า - PART),1,(นั้น - PRON),1,(โรงแรม - PROPN),2, , , , , , ,(สะอาด - VERB),5, , 
(จำเป็น - ADJ),2,(เพื่อ - ADP),5,(แค่ - ADV),2, , , , ,(ทั้ง - DET),1, , ,(ผู้คน - NOUN),8,(ห้า - NUM),1,(ไม่ได้ - PART),1,(ตัวเอง - PRON),1,(ดี - PROPN),1, , , , , , ,(ยุ่ง - VERB),5, , 
(สมเหตุสมผล - ADJ),2,(กว่า - ADP),5,(จริงๆ - ADV),2, , , , , , , , ,(ราคา - NOUN),7, , ,(มากมาย - PART),1,(เขา - PRON),1,(อร่อย - PROPN),1, , , , , , ,(ดู - VERB),5, , 
(วิเศษ - ADJ),2,(เพราะ - ADP),5,(สุด - ADV),2, , , , , , , , ,(กิจกรรม - NOUN),7, , , , ,(ใคร - PRON),1,(ลิ่ง - PROPN),1, , , , , , ,(ใช้ - VERB),5, , 
(ใส - ADJ),1,(ถึง - ADP),5,(สะอาด - ADV),2, , , , , , , , ,(ภูเก็ต - NOUN),7, , , , ,(นอกจากนี้ - PRON),1,(บอนด์ - PROPN),1, , , , , , ,(ตก - VERB),5, , 
(ยิ่งใหญ่ - ADJ),1,(ทาง - ADP),4,(อย่างยิ่ง - ADV),1, , , , , , , , ,(ว่ายน้ำ - NOUN),7, , , , ,(ที่นั่น - PRON),1,(เจมส์ - PROPN),1, , , , , , ,(สงบ - VERB),4, , 
(เล็ก - ADJ),1,(หาก - ADP),4,(อร่อย - ADV),1, , , , , , , , ,(ชม - NOUN),6, , , , , , ,(เรือหางยาว - PROPN),1, , , , , , ,(อยู่ - VERB),4, , 
(เต็มไปด้วย - ADJ),1,(ด้วย - ADP),4,(ห่าง - ADV),1, , , , , , , , ,(สะอาด - NOUN),6, , , , , , ,(สวยงาม - PROPN),1, , , , , , ,(วันหยุด - VERB),4, , 
(แพง - ADJ),1,(ใกล้ - ADP),4,(ประมาณ - ADV),1, , , , , , , , ,(บาท - NOUN),6, , , , , , ,(เค - PROPN),1, , , , , , ,(น่าสนใจ - VERB),4, , 
(แก่ - ADJ),1,(จน - ADP),3,(ด้านหน้า - ADV),1, , , , , , , , ,(พระอาทิตย์ - NOUN),6, , , , , , ,(แปด - PROPN),1, , , , , , ,(ทำ - VERB),4, , 
(หยาบคาย - ADJ),1,(ตาม - ADP),3,(เช่นกัน - ADV),1, , , , , , , , ,(ท้องถิ่น - NOUN),5, , , , , , ,(คลื่น - PROPN),1, , , , , , ,(ถูก - VERB),3, , 
(สีขาว - ADJ),1,(โดย - ADP),3,(แออัด - ADV),1, , , , , , , , ,(พักผ่อน - NOUN),5, , , , , , ,(เช่นกัน - PROPN),1, , , , , , ,(ได้รับ - VERB),3, , 
(ยาว - ADJ),1,(ยัง - ADP),2,(แน่นอน - ADV),1, , , , , , , , ,(ร้อย - NOUN),5, , , , , , ,(แน่น - PROPN),1, , , , , , ,(ผ่อนคลาย - VERB),3, , 
(เหมาะ - ADJ),1,(แม้ว่า - ADP),2,(ซื้อ - ADV),1, , , , , , , , ,(ครั้ง - NOUN),5, , , , , , ,(ฟรี - PROPN),1, , , , , , ,(แนะนำ - VERB),3, , 
(*เหมาะ - ADJ),1,(เต็มไปด้วย - ADP),2,(พอ - ADV),1, , , , , , , , ,(เวลา - NOUN),5, , , , , , ,(ง่ายๆ - PROPN),1, , , , , , ,(น่ารัก - VERB),3, , 
(หลากหลาย - ADJ),1,(ก่อน - ADP),2,(เตียง - ADV),1, , , , , , , , ,(ถนน - NOUN),5, , , , , , ,(ฝักบัว - PROPN),1, , , , , , ,(แน่ใจ - VERB),3, , 
(ขาว - ADJ),1,(เช่น - ADP),2,(เสมอ - ADV),1, , , , , , , , ,(วัน - NOUN),5, , , , , , ,(ชายหาด - PROPN),1, , , , , , ,(มองหา - VERB),3, , 
(ดัง - ADJ),1,(ต่อ - ADP),2,(จำเป็น - ADV),1, , , , , , , , ,(สิ่ง - NOUN),4, , , , , , ,(จอห์น - PROPN),1, , , , , , ,(เครื่องดื่ม - VERB),3, , 
(งดงาม - ADJ),1,(ระหว่าง - ADP),2,(เก้าอี้ - ADV),1, , , , , , , , ,(พื้นที่ - NOUN),4, , , , , , ,(เร็ว - PROPN),1, , , , , , ,(ขาย - VERB),3, , 
(เหนือ - ADJ),1,(หยุดพัก - ADP),1,(เท่านั้น - ADV),1, , , , , , , , ,(อย่าง - NOUN),4, , , , , , ,(แล่น - PROPN),1, , , , , , ,(ใช้ได้ - VERB),3, , 
(น้อย - ADJ),1,(นั่นคือ - ADP),1,(ไว้ - ADV),1, , , , , , , , ,(ประเทศ - NOUN),4, , , , , , ,(เรือใบ - PROPN),1, , , , , , ,(พัก - VERB),3, , 
(แน่นอน - ADJ),1,(แล้ว - ADP),1,(ตาม - ADV),1, , , , , , , , ,(ลา - NOUN),4, , , , , , ,(เรือเร็ว - PROPN),1, , , , , , ,(ต้อง - VERB),3, , 
(เดียว - ADJ),1,(แห่ง - ADP),1,(ลูก - ADV),1, , , , , , , , ,(ประสบการณ์ - NOUN),4, , , , , , ,(เจ็ต - PROPN),1, , , , , , ,(เก้าอี้ - VERB),3, , 
(มาก - ADJ),1,(แม้ - ADP),1,(มหัศจรรย์ - ADV),1, , , , , , , , ,(ที่ - NOUN),4, , , , , , ,(เพลิดเพลิน - PROPN),1, , , , , , ,(พบ - VERB),3, , 
(ใหญ่ - ADJ),1,(ริม - ADP),1,(ใกล้เคียง - ADV),1, , , , , , , , ,(ร่ม - NOUN),4, , , , , , ,(แพนเค้ก - PROPN),1, , , , , , ,(เพลิดเพลิน - VERB),3, , 
(พิเศษ - ADJ),1,(ราวกับ - ADP),1,(เพียง - ADV),1, , , , , , , , ,(ครอบครัว - NOUN),3, , , , , , ,(มองหา - PROPN),1, , , , , , ,(เงียบสงบ - VERB),3, , 
(นอก - ADJ),1,(ตั้งแต่ - ADP),1,(ลิ่ง - ADV),1, , , , , , , , ,(บาร์ - NOUN),3, , , , , , ,(โรแมนติก - PROPN),1, , , , , , ,(นำ - VERB),3, , 
(แรง - ADJ),1,(ผ่าน - ADP),1,(ด้วย - ADV),1, , , , , , , , ,(ร้านค้า - NOUN),3, , , , , , ,(เอเชีย - PROPN),1, , , , , , ,(วุ่นวาย - VERB),2, , 
(ตอง - ADJ),1,(ใต้ - ADP),1,(มีเสียง - ADV),1, , , , , , , , ,(พารา - NOUN),3, , , , , , ,(คือ - PROPN),1, , , , , , ,(พร้อม - VERB),2, , 
(อย่างน้อย - ADJ),1,(รอบ - ADP),1,(ดัง - ADV),1, , , , , , , , ,(ช่วง - NOUN),3, , , , , , ,(แลนด์ - PROPN),1, , , , , , ,(ยอดเยี่ยม - VERB),2, , 
(สนุกสนาน - ADJ),1,(นอก - ADP),1,(ไป - ADV),1, , , , , , , , ,(ริ - NOUN),3, , , , , , ,(เออ - PROPN),1, , , , , , ,(น่าอัศจรรย์ - VERB),2, , 
(อุ่น - ADJ),1,(*แพง - ADP),1,(สวยงาม - ADV),1, , , , , , , , ,(มหาด - NOUN),3, , , , , , ,(อังกฤษ - PROPN),1, , , , , , ,(ช่วย - VERB),2, , 
(โดยทั่วไป - ADJ),1,(พร้อมกับ - ADP),1,(ที่นั่น - ADV),1, , , , , , , , ,(จังหวัด - NOUN),3, , , , , , ,(แสงอาทิตย์ - PROPN),1, , , , , , ,(เที่ยว - VERB),2, , 
(กันเอง - ADJ),1,(แก่ - ADP),1,(ดี - ADV),1, , , , , , , , ,(ปลอดภัย - NOUN),3, , , , , , ,(แคนาดา - PROPN),1, , , , , , ,(คุ้มค่า - VERB),2, , 
 , ,(เหนือ - ADP),1,(เกือบ - ADV),1, , , , , , , , ,(อาบแดด - NOUN),3, , , , , , ,(รัสเซีย - PROPN),1, , , , , , ,(กะ - VERB),2, , 
 , ,(ตลอด - ADP),1,(เยี่ยม - ADV),1, , , , , , , , ,(เก้าอี้ - NOUN),3, , , , , , ,(วิว - PROPN),1, , , , , , ,(ทำให้ - VERB),2, , 
 , , , , , , , , , , , , , ,(แสน - NOUN),3, , , , , , ,(เยอะ - PROPN),1, , , , , , ,(นั่ง - VERB),2, , 
 , , , , , , , , , , , , , ,(หมื่น - NOUN),3, , , , , , ,(ร่ม - PROPN),1, , , , , , ,(อาจ - VERB),2, , 
 , , , , , , , , , , , , , ,(แห่ง - NOUN),3, , , , , , ,(ลองดู - PROPN),1, , , , , , ,(หาด - VERB),2, , 
 , , , , , , , , , , , , , ,(โลก - NOUN),3, , , , , , , , , , , , , , ,(กล้วย - VERB),2, , 
 , , , , , , , , , , , , , ,(ทะเล - NOUN),3, , , , , , , , , , , , , , ,(ความสุข - VERB),2, , 
 , , , , , , , , , , , , , ,(พัก - NOUN),3, , , , , , , , , , , , , , ,(ครีม - VERB),2, , 
 , , , , , , , , , , , , , ,(เกาะ - NOUN),3, , , , , , , , , , , , , , ,(รับ - VERB),2, , 
 , , , , , , , , , , , , , ,(บริการ - NOUN),3, , , , , , , , , , , , , , ,(ผู้ขาย - VERB),2, , 
 , , , , , , , , , , , , , ,(ร้าน - NOUN),3, , , , , , , , , , , , , , ,(จอง - VERB),2, , 
 , , , , , , , , , , , , , ,(ริมถนน - NOUN),2, , , , , , , , , , , , , , ,(น่าตื่นตาตื่นใจ - VERB),2, , 
 , , , , , , , , , , , , , ,(โอกาส - NOUN),2, , , , , , , , , , , , , , ,(กิจกรรม - VERB),2, , 
 , , , , , , , , , , , , , ,(เล่นกีฬา - NOUN),2, , , , , , , , , , , , , , ,(*มี - VERB),2, , 
 , , , , , , , , , , , , , ,(ฯลฯ - NOUN),2, , , , , , , , , , , , , , ,(มา - VERB),2, , 
 , , , , , , , , , , , , , ,(ร่มเงา - NOUN),2, , , , , , , , , , , , , , ,(กลับ - VERB),2, , 
 , , , , , , , , , , , , , ,(เจ็ทสกี - NOUN),2, , , , , , , , , , , , , , ,(แตกต่าง - VERB),1, , 
 , , , , , , , , , , , , , ,(ปีใหม่ - NOUN),2, , , , , , , , , , , , , , ,(เข้าถึง - VERB),1, , 
 , , , , , , , , , , , , , ,(เครื่องดื่ม - NOUN),2, , , , , , , , , , , , , , ,(ตัวเลือก - VERB),1, , 
 , , , , , , , , , , , , , ,(ลูก - NOUN),2, , , , , , , , , , , , , , ,(ปีใหม่ - VERB),1, , 
 , , , , , , , , , , , , , ,(& - NOUN),2, , , , , , , , , , , , , , ,(โอเค - VERB),1, , 
 , , , , , , , , , , , , , ,(เนื่องจาก - NOUN),2, , , , , , , , , , , , , , ,(อย่า - VERB),1, , 
 , , , , , , , , , , , , , ,(จำนวน - NOUN),2, , , , , , , , , , , , , , ,(ที่นี่ - VERB),1, , 
 , , , , , , , , , , , , , ,(พวกเขา - NOUN),2, , , , , , , , , , , , , , ,(ปาร์ตี้ - VERB),1, , 
 , , , , , , , , , , , , , ,(นจ์ - NOUN),2, , , , , , , , , , , , , , ,(เดท - VERB),1, , 
 , , , , , , , , , , , , , ,(แปด - NOUN),2, , , , , , , , , , , , , , ,(การจราจร - VERB),1, , 
 , , , , , , , , , , , , , ,(เก้า - NOUN),2, , , , , , , , , , , , , , ,(*ว่าง - VERB),1, , 
 , , , , , , , , , , , , , ,(มุม - NOUN),2, , , , , , , , , , , , , , ,(ระยะทาง - VERB),1, , 
 , , , , , , , , , , , , , ,(หาดทราย - NOUN),2, , , , , , , , , , , , , , ,(ประหลาดใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(สิ่งอำนวยความสะดวก - NOUN),2, , , , , , , , , , , , , , ,(รู้สึก - VERB),1, , 
 , , , , , , , , , , , , , ,(สระน้ำ - NOUN),2, , , , , , , , , , , , , , ,(ใส - VERB),1, , 
 , , , , , , , , , , , , , ,(แออัด - NOUN),2, , , , , , , , , , , , , , ,(เข้า - VERB),1, , 
 , , , , , , , , , , , , , ,(ความสุข - NOUN),2, , , , , , , , , , , , , , ,(ควร - VERB),1, , 
 , , , , , , , , , , , , , ,(กีฬา - NOUN),2, , , , , , , , , , , , , , ,(ห้าม - VERB),1, , 
 , , , , , , , , , , , , , ,(เช่า - NOUN),2, , , , , , , , , , , , , , ,(ตอนนี้ - VERB),1, , 
 , , , , , , , , , , , , , ,(อย่า - NOUN),2, , , , , , , , , , , , , , ,(สูบบุหรี่ - VERB),1, , 
 , , , , , , , , , , , , , ,(สด - NOUN),2, , , , , , , , , , , , , , ,(ย่อ - VERB),1, , 
 , , , , , , , , , , , , , ,(ตลาด - NOUN),2, , , , , , , , , , , , , , ,(ผู้มีชื่อเสียง - VERB),1, , 
 , , , , , , , , , , , , , ,(ผ้าเช็ดตัว - NOUN),2, , , , , , , , , , , , , , ,(ประทับใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(bhats - NOUN),2, , , , , , , , , , , , , , ,(จินตนาการ - VERB),1, , 
 , , , , , , , , , , , , , ,(นวด - NOUN),2, , , , , , , , , , , , , , ,(ถาม - VERB),1, , 
 , , , , , , , , , , , , , ,(ดวงอาทิตย์ - NOUN),2, , , , , , , , , , , , , , ,(อื่นๆ - VERB),1, , 
 , , , , , , , , , , , , , ,(จุด - NOUN),2, , , , , , , , , , , , , , ,(คะแนนเฉลี่ย - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้อมูล - NOUN),1, , , , , , , , , , , , , , ,(ยาก - VERB),1, , 
 , , , , , , , , , , , , , ,(เน็ต - NOUN),1, , , , , , , , , , , , , , ,(พยายาม - VERB),1, , 
 , , , , , , , , , , , , , ,(น่าตื่นเต้น - NOUN),1, , , , , , , , , , , , , , ,(กันแดด - VERB),1, , 
 , , , , , , , , , , , , , ,(รอ - NOUN),1, , , , , , , , , , , , , , ,(นึกออก - VERB),1, , 
 , , , , , , , , , , , , , ,(นัด - NOUN),1, , , , , , , , , , , , , , ,(นิยม - VERB),1, , 
 , , , , , , , , , , , , , ,(ฉาก - NOUN),1, , , , , , , , , , , , , , ,(นักท่องเที่ยว - VERB),1, , 
 , , , , , , , , , , , , , ,(หิน - NOUN),1, , , , , , , , , , , , , , ,(*แนะนำ - VERB),1, , 
 , , , , , , , , , , , , , ,(กิโลเมตร - NOUN),1, , , , , , , , , , , , , , ,(แออัด - VERB),1, , 
 , , , , , , , , , , , , , ,(แม้กระทั่ง - NOUN),1, , , , , , , , , , , , , , ,(*ให้ - VERB),1, , 
 , , , , , , , , , , , , , ,(. - NOUN),1, , , , , , , , , , , , , , ,(คาด - VERB),1, , 
 , , , , , , , , , , , , , ,(สวรรค์ - NOUN),1, , , , , , , , , , , , , , ,(เงียบ - VERB),1, , 
 , , , , , , , , , , , , , ,(ค่า - NOUN),1, , , , , , , , , , , , , , ,(กลางคืน - VERB),1, , 
 , , , , , , , , , , , , , ,(รน - NOUN),1, , , , , , , , , , , , , , ,(คำพูด - VERB),1, , 
 , , , , , , , , , , , , , ,(ตะ - NOUN),1, , , , , , , , , , , , , , ,(ดัง - VERB),1, , 
 , , , , , , , , , , , , , ,(นโยบาย - NOUN),1, , , , , , , , , , , , , , ,(แพง - VERB),1, , 
 , , , , , , , , , , , , , ,(สูบบุหรี่ - NOUN),1, , , , , , , , , , , , , , ,(ระวัง - VERB),1, , 
 , , , , , , , , , , , , , ,(รสชาติ - NOUN),1, , , , , , , , , , , , , , ,(เอเชีย - VERB),1, , 
 , , , , , , , , , , , , , ,(บับ - NOUN),1, , , , , , , , , , , , , , ,(คอย - VERB),1, , 
 , , , , , , , , , , , , , ,(ไก่ - NOUN),1, , , , , , , , , , , , , , ,(ซื้อ - VERB),1, , 
 , , , , , , , , , , , , , ,(มันฝรั่ง - NOUN),1, , , , , , , , , , , , , , ,(ร่มเงา - VERB),1, , 
 , , , , , , , , , , , , , ,(เสียบ - NOUN),1, , , , , , , , , , , , , , ,(เพิ่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(ไม้ - NOUN),1, , , , , , , , , , , , , , ,(ร้องเรียน - VERB),1, , 
 , , , , , , , , , , , , , ,(มากมาย - NOUN),1, , , , , , , , , , , , , , ,(ใช้งาน - VERB),1, , 
 , , , , , , , , , , , , , ,(หมึก - NOUN),1, , , , , , , , , , , , , , ,(ถอด - VERB),1, , 
 , , , , , , , , , , , , , ,(แพทริค - NOUN),1, , , , , , , , , , , , , , ,(เดินเล่น - VERB),1, , 
 , , , , , , , , , , , , , ,(รอยสัก - NOUN),1, , , , , , , , , , , , , , ,(ระบุ - VERB),1, , 
 , , , , , , , , , , , , , ,(ขนาด - NOUN),1, , , , , , , , , , , , , , ,(แล่น - VERB),1, , 
 , , , , , , , , , , , , , ,(แว่นตา - NOUN),1, , , , , , , , , , , , , , ,(เย่ - VERB),1, , 
 , , , , , , , , , , , , , ,(เครื่องประดับ - NOUN),1, , , , , , , , , , , , , , ,(บ้าคลั่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(รีวิว - NOUN),1, , , , , , , , , , , , , , ,(ไม่ได้ - VERB),1, , 
 , , , , , , , , , , , , , ,(ตอนเช้า - NOUN),1, , , , , , , , , , , , , , ,(พา - VERB),1, , 
 , , , , , , , , , , , , , ,(เกินไป - NOUN),1, , , , , , , , , , , , , , ,(ตอนกลางคืน - VERB),1, , 
 , , , , , , , , , , , , , ,(ของปลอม - NOUN),1, , , , , , , , , , , , , , ,(คลับ - VERB),1, , 
 , , , , , , , , , , , , , ,(ชาวยุโรป - NOUN),1, , , , , , , , , , , , , , ,(ล่อง - VERB),1, , 
 , , , , , , , , , , , , , ,(สินค้า - NOUN),1, , , , , , , , , , , , , , ,(ลอย - VERB),1, , 
 , , , , , , , , , , , , , ,(ธรรมดา - NOUN),1, , , , , , , , , , , , , , ,(คนรัก - VERB),1, , 
 , , , , , , , , , , , , , ,(เลา - NOUN),1, , , , , , , , , , , , , , ,(ตัดสินใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้อ - NOUN),1, , , , , , , , , , , , , , ,(วางแผน - VERB),1, , 
 , , , , , , , , , , , , , ,(ชัดเจน - NOUN),1, , , , , , , , , , , , , , ,(ตั้งแต่ - VERB),1, , 
 , , , , , , , , , , , , , ,(เจ็ด - NOUN),1, , , , , , , , , , , , , , ,(เทียบ - VERB),1, , 
 , , , , , , , , , , , , , ,(พัน - NOUN),1, , , , , , , , , , , , , , ,(รวม - VERB),1, , 
 , , , , , , , , , , , , , ,(รองเท้าแตะ - NOUN),1, , , , , , , , , , , , , , ,(ดูแล - VERB),1, , 
 , , , , , , , , , , , , , ,(แหละ - NOUN),1, , , , , , , , , , , , , , ,(แยก - VERB),1, , 
 , , , , , , , , , , , , , ,(เข้าถึง - NOUN),1, , , , , , , , , , , , , , ,(ร้านกาแฟ - VERB),1, , 
 , , , , , , , , , , , , , ,(พริบตา - NOUN),1, , , , , , , , , , , , , , ,(รวมทั้ง - VERB),1, , 
 , , , , , , , , , , , , , ,(เรือใบ - NOUN),1, , , , , , , , , , , , , , ,(ขึ้น - VERB),1, , 
 , , , , , , , , , , , , , ,(ช่าง - NOUN),1, , , , , , , , , , , , , , ,(คืน - VERB),1, , 
 , , , , , , , , , , , , , ,(บรรยากาศ - NOUN),1, , , , , , , , , , , , , , ,(ปลอดภัย - VERB),1, , 
 , , , , , , , , , , , , , ,(สระว่ายน้ำ - NOUN),1, , , , , , , , , , , , , , ,(เครื่องเล่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ห้องน้ำ - NOUN),1, , , , , , , , , , , , , , ,(เจ็ทสกี - VERB),1, , 
 , , , , , , , , , , , , , ,(ทะเลอันดามัน - NOUN),1, , , , , , , , , , , , , , ,(รับประทานอาหาร - VERB),1, , 
 , , , , , , , , , , , , , ,(skidoos - NOUN),1, , , , , , , , , , , , , , ,(เปรียบเทียบ - VERB),1, , 
 , , , , , , , , , , , , , ,(เล่นว่าว - NOUN),1, , , , , , , , , , , , , , ,(ลาก - VERB),1, , 
 , , , , , , , , , , , , , ,(วันคริสต์มาส - NOUN),1, , , , , , , , , , , , , , ,(ตอง - VERB),1, , 
 , , , , , , , , , , , , , ,(ต้น - NOUN),1, , , , , , , , , , , , , , ,(สะดวก - VERB),1, , 
 , , , , , , , , , , , , , ,(เดือนตุลาคม - NOUN),1, , , , , , , , , , , , , , ,(คู่รัก - VERB),1, , 
 , , , , , , , , , , , , , ,(สกปรก - NOUN),1, , , , , , , , , , , , , , ,(สวย - VERB),1, , 
 , , , , , , , , , , , , , ,(ที่ว่าง - NOUN),1, , , , , , , , , , , , , , ,(ประเภท - VERB),1, , 
 , , , , , , , , , , , , , ,(หมู่ - NOUN),1, , , , , , , , , , , , , , ,(เย็น - VERB),1, , 
 , , , , , , , , , , , , , ,(นักว่ายน้ำ - NOUN),1, , , , , , , , , , , , , , ,(บลู - VERB),1, , 
 , , , , , , , , , , , , , ,(สงบ - NOUN),1, , , , , , , , , , , , , , ,(เชี่ยน - VERB),1, , 
 , , , , , , , , , , , , , ,(สัปดาห์ - NOUN),1, , , , , , , , , , , , , , ,(ง่าย - VERB),1, , 
 , , , , , , , , , , , , , ,(ที่นั่น - NOUN),1, , , , , , , , , , , , , , ,(ร้านค้า - VERB),1, , 
 , , , , , , , , , , , , , ,(พอ - NOUN),1, , , , , , , , , , , , , , ,(กระโดดร่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(ชนิด - NOUN),1, , , , , , , , , , , , , , ,(พลุกพล่าน - VERB),1, , 
 , , , , , , , , , , , , , ,(เรือ - NOUN),1, , , , , , , , , , , , , , ,(มีเสียง - VERB),1, , 
 , , , , , , , , , , , , , ,(อื่นๆ - NOUN),1, , , , , , , , , , , , , , ,(พ่อค้า - VERB),1, , 
 , , , , , , , , , , , , , ,(บริเวณ - NOUN),1, , , , , , , , , , , , , , ,(ดึงดูด - VERB),1, , 
 , , , , , , , , , , , , , ,(เซล - NOUN),1, , , , , , , , , , , , , , ,(สบาย - VERB),1, , 
 , , , , , , , , , , , , , ,(ลิง - NOUN),1, , , , , , , , , , , , , , ,(อาบแดด - VERB),1, , 
 , , , , , , , , , , , , , ,(ห้อง - NOUN),1, , , , , , , , , , , , , , ,(รักษา - VERB),1, , 
 , , , , , , , , , , , , , ,(นาที - NOUN),1, , , , , , , , , , , , , , ,(เกรซ - VERB),1, , 
 , , , , , , , , , , , , , ,(โรงแรม - NOUN),1, , , , , , , , , , , , , , ,(ถน - VERB),1, , 
 , , , , , , , , , , , , , ,(ที่นี่ - NOUN),1, , , , , , , , , , , , , , ,(ที่นั่น - VERB),1, , 
 , , , , , , , , , , , , , ,(สกี - NOUN),1, , , , , , , , , , , , , , ,(เบล - VERB),1, , 
 , , , , , , , , , , , , , ,(ลูกสาว - NOUN),1, , , , , , , , , , , , , , ,(วาง - VERB),1, , 
 , , , , , , , , , , , , , ,(ในขณะที่ - NOUN),1, , , , , , , , , , , , , , ,(เช่า - VERB),1, , 
 , , , , , , , , , , , , , ,(ลืม - NOUN),1, , , , , , , , , , , , , , ,(เลา - VERB),1, , 
 , , , , , , , , , , , , , ,(ไอศ - NOUN),1, , , , , , , , , , , , , , ,(สิทธิพิเศษ - VERB),1, , 
 , , , , , , , , , , , , , ,(วุ่นวาย - NOUN),1, , , , , , , , , , , , , , ,(รถเข็น - VERB),1, , 
 , , , , , , , , , , , , , ,(สมบูรณ์แบบ - NOUN),1, , , , , , , , , , , , , , ,(ค้นหา - VERB),1, , 
 , , , , , , , , , , , , , ,(นำเสนอ - NOUN),1, , , , , , , , , , , , , , ,(แต่งตัว - VERB),1, , 
